ID,SEQUENCE,POS,PROJECT,FILE
3064,get unavailable message,VB JJ NN,gradle,ConsumerAvailable.java
3065,accept incoming,VB NN,gradle,ConsumerAvailable.java
3066,some other ok 1,DT JJ JJ CD,gradle,SomeOtherCatTests.java
3067,some other ok 2,DT JJ JJ CD,gradle,SomeOtherCatTests.java
3068,parse type,VB NN,gradle,ModuleIdentifierNotationConverter.java
3069,describe,VB,gradle,ModuleIdentifierNotationConverter.java
3070,same collection,JJ NN,gradle,FileCollectionMatchers.java
3071,unpack,NN,gradle,FileCollectionMatchers.java
3072,describe to,VB TO,gradle,FileCollectionMatchers.java
3073,get c compiler,VB NN NN,gradle,DefaultVisualCppPlatformToolChain.java
3074,get cpp compiler,VB NN NN,gradle,DefaultVisualCppPlatformToolChain.java
3075,get rc compiler,VB FW NN,gradle,DefaultVisualCppPlatformToolChain.java
3076,get assembler,VB NN,gradle,DefaultVisualCppPlatformToolChain.java
3077,get linker,VB NN,gradle,DefaultVisualCppPlatformToolChain.java
3078,get static lib archiver,VB JJ NN NN,gradle,DefaultVisualCppPlatformToolChain.java
3079,get platform,VB NN,gradle,DefaultVisualCppPlatformToolChain.java
3080,get logging command line converter,VB VBG NN NN NN,gradle,CommandLineAssistant.java
3081,break up command line,VB RP NN NN,gradle,CommandLineAssistant.java
3082,has log level defined,VBZ NN NN VBD,gradle,CommandLineAssistant.java
3083,has show stacktrace defined,VBZ VB NN VBD,gradle,CommandLineAssistant.java
3084,has command line options defined,VBZ NN NN NNS VBD,gradle,CommandLineAssistant.java
3085,append additional command line options,VB JJ NN NN NNS,gradle,CommandLineAssistant.java
3086,combine tasks,VB NNS,gradle,CommandLineAssistant.java
3087,get main component,VB JJ NN,gradle,ComponentRegistry.java
3088,set main component,VB JJ NN,gradle,ComponentRegistry.java
3089,before execute,IN VB,gradle,TaskExecutionAdapter.java
3090,after execute,IN VB,gradle,TaskExecutionAdapter.java
3091,get last modified,VB JJ JJ,gradle,FileTreeElement.java
3092,copy to,VB TO,gradle,FileTreeElement.java
3093,get mode,VB NN,gradle,FileTreeElement.java
3094,get objc compiler,VB NN NN,gradle,GccPlatformToolChain.java
3095,get objcpp compiler,VB NN NN,gradle,GccPlatformToolChain.java
3096,find resource,VB NN,gradle,Resources.java
3097,is composite,VBZ JJ,gradle,DefaultTestSuiteDescriptor.java
3098,create in memory dependency metadata cache,VB IN NN NN NNS NN,gradle,DependencyManagementBuildScopeServices.java
3099,create dependency management services,VB NN NN NNS,gradle,DependencyManagementBuildScopeServices.java
3100,create dependency factory,VB NN NN,gradle,DependencyManagementBuildScopeServices.java
3101,create cache locking manager,VB NN NN NN,gradle,DependencyManagementBuildScopeServices.java
3102,create build time provider,VB NN NN NN,gradle,DependencyManagementBuildScopeServices.java
3103,create module versions cache,VB NN NNS NN,gradle,DependencyManagementBuildScopeServices.java
3104,create module artifacts cache,VB NN NNS NN,gradle,DependencyManagementBuildScopeServices.java
3105,get arg 0,VB NN CD,wildfly,SayHello.java
3106,set arg 0,VB NN CD,wildfly,SayHello.java
3107,test data source,VB NNS NN,wildfly,DataSourceTestCase.java
3108,test xa data source,VB FW NNS NN,wildfly,DataSourceTestCase.java
3109,test data sourcewith hot deployed jar,VB NNS NN JJ VBN NNP,wildfly,DataSourceTestCase.java
3110,create driver jar file,VB NN NNP NN,wildfly,DataSourceTestCase.java
3111,test add data source,VB VB NNS NN,wildfly,DataSourceTestCase.java
3112,test remove data source,VB VB NNS NN,wildfly,DataSourceTestCase.java
3113,test modify data source,VB VB NNS NN,wildfly,DataSourceTestCase.java
3114,test add xa data source,VB VB FW NNS NN,wildfly,DataSourceTestCase.java
3115,test modify xa data source,VB VB FW NNS NN,wildfly,DataSourceTestCase.java
3116,test remove xa data source,VB VB FW NNS NN,wildfly,DataSourceTestCase.java
3117,head participant,JJ NN,wildfly,LoggingRestATResource.java
3118,terminate participant,JJ NN,wildfly,LoggingRestATResource.java
3119,get invocations,VB NNS,wildfly,LoggingRestATResource.java
3120,reset invocations,VB NNS,wildfly,LoggingRestATResource.java
3121,get instance class name,VB NN NN NN,wildfly,ValidatorJndiInjectable.java
3122,get jndi view instance value,VB NNP NN NN NN,wildfly,ValidatorJndiInjectable.java
3123,get definition,VB NN,wildfly,ClusteredCacheResourceDefinition.java
3124,create builder,VB NN,wildfly,ClusteredCacheResourceDefinition.java
3125,build transformation,VB NN,wildfly,ClusteredCacheResourceDefinition.java
3126,handle annotations,VB NNS,wildfly,RunAsMergingProcessor.java
3127,handle deployment descriptor,VB NN NN,wildfly,RunAsMergingProcessor.java
3128,create command handler,VB NN NN,wildfly,ConnectionFactoryHandlerProvider.java
3129,is tab complete,VBZ NN JJ,wildfly,ConnectionFactoryHandlerProvider.java
3130,get schedule expression,VB NN NN,wildfly,ScheduleTimer.java
3131,get timer config,VB NN NN,wildfly,ScheduleTimer.java
3132,install service,VB NN,wildfly,HTTPUpgradeService.java
3133,handle upgrade,VB NN,wildfly,HTTPUpgradeService.java
3134,switch to messaging protocol,VB TO VBG NN,wildfly,HTTPUpgradeService.java
3135,handle event,VB NN,wildfly,HTTPUpgradeService.java
3136,get sec key header,VB JJ NN NN,wildfly,HTTPUpgradeService.java
3137,get sec accept header,VB JJ NN NN,wildfly,HTTPUpgradeService.java
3138,get http upgrade endpoint key,VB NNP NN NN NN,wildfly,HTTPUpgradeService.java
3139,get taglib uri,VB NNP NNP,wildfly,TaglibDescriptorImpl.java
3140,get taglib location,VB NNP NN,wildfly,TaglibDescriptorImpl.java
3141,persist serialized sessions,VB VBN NNS,wildfly,InMemoryModularPersistentSessionManager.java
3142,load serialized sessions,VB VBN NNS,wildfly,InMemoryModularPersistentSessionManager.java
3143,create simple,VB JJ,wildfly,SimpleLocalHome.java
3144,get parser description,VB NN NN,wildfly,WeldSubsystem20Parser.java
3145,undeploy,VB,wildfly,FederationDependencyProcessor.java
3146,get federation service,VB NN NN,wildfly,FederationDependencyProcessor.java
3147,test access,VB NN,wildfly,Test3.java
3148,add annotations,VB NNS,wildfly,BeanDefiningAnnotationProcessor.java
3149,add annotation,VB NN,wildfly,BeanDefiningAnnotationProcessor.java
3150,get annotations annotated with,VB NNS VBN IN,wildfly,BeanDefiningAnnotationProcessor.java
3151,after class,IN NN,wildfly,DatabaseTimerServiceMultiNodeTestCase.java
3152,deployment,NN,wildfly,DatabaseTimerServiceMultiNodeTestCase.java
3153,client deployment,NN NN,wildfly,DatabaseTimerServiceMultiNodeTestCase.java
3154,create deployment,VB NN,wildfly,DatabaseTimerServiceMultiNodeTestCase.java
3155,test ejb timeout on other node,VB NNP NN IN JJ NN,wildfly,DatabaseTimerServiceMultiNodeTestCase.java
3156,get remote context,VB JJ NN,wildfly,DatabaseTimerServiceMultiNodeTestCase.java
3157,write content,VB NN,wildfly,ModClusterSubsystemXMLWriter.java
3158,write mod cluster config,VB NN NN NN,wildfly,ModClusterSubsystemXMLWriter.java
3159,write configuration,VB NN,wildfly,ModClusterSubsystemXMLWriter.java
3160,write ssl,VB NNP,wildfly,ModClusterSubsystemXMLWriter.java
3161,write simple load provider,VB JJ NN NN,wildfly,ModClusterSubsystemXMLWriter.java
3162,write dynamic load provider,VB JJ NN NN,wildfly,ModClusterSubsystemXMLWriter.java
3163,write load metric,VB NN JJ,wildfly,ModClusterSubsystemXMLWriter.java
3164,write custom load metric,VB JJ NN NN,wildfly,ModClusterSubsystemXMLWriter.java
3165,write attribute,VB NN,wildfly,ModClusterSubsystemXMLWriter.java
3166,write property,VB NN,wildfly,ModClusterSubsystemXMLWriter.java
3167,register children,VB NNS,wildfly,SupportedTypesResourceDefinition.java
3168,encrypted and signed request from alice,VBN CC VBN NN IN NN,wildfly,EJBSignEncryptMultipleClientsTestCase.java
3169,encrypted and signed request from john,VBN CC VBN NN IN NN,wildfly,EJBSignEncryptMultipleClientsTestCase.java
3170,encrypted and signed request from untrusted max,VBN CC VBN NN IN JJ NN,wildfly,EJBSignEncryptMultipleClientsTestCase.java
3171,setup wsse,VB NNP,wildfly,EJBSignEncryptMultipleClientsTestCase.java
3172,get creation time,VB NN NN,wildfly,SimpleImmutableSessionMetaData.java
3173,get last accessed time,VB JJ JJ NN,wildfly,SimpleImmutableSessionMetaData.java
3174,get max inactive interval,VB JJ JJ NN,wildfly,SimpleImmutableSessionMetaData.java
3175,take off,VB RP,wildfly,AirplaneImpl.java
3176,set message received,VB NN VBN,wildfly,SendToTopicFromWithinTransactionTest.java
3177,create test archive,VB NN NN,wildfly,SendToTopicFromWithinTransactionTest.java
3178,send successfully,VB RB,wildfly,SendToTopicFromWithinTransactionTest.java
3179,send and rollback,VB CC NN,wildfly,SendToTopicFromWithinTransactionTest.java
3180,received message,VBN NN,wildfly,SendToTopicFromWithinTransactionTest.java
3181,transform resource,VB NN,wildfly,CacheResourceDefinition.java
3182,say hello,VB NN,wildfly,EjbSecurityDomainAsServletImpl.java
3183,configure dependency,VB NN,wildfly,DependencyConfigurator.java
3184,test passivation max size,VB NN JJ NN,wildfly,PassivationTestCase.java
3185,test passivation disabled bean,VB NN JJ VB,wildfly,PassivationTestCase.java
3186,test passivation enabled bean,VB NN JJ NN,wildfly,PassivationTestCase.java
3187,test passivation dd override bean,VB NN FW VB VB,wildfly,PassivationTestCase.java
3188,test passivation failure,VB NN NN,wildfly,PassivationTestCase.java
3189,establish components,VB NNS,wildfly,TxIORInterceptor.java
3190,get deployment,VB NN,wildfly,DeploymentArchiveTestCase.java
3191,test deploy undeploy,VB VB VB,wildfly,DeploymentArchiveTestCase.java
3192,test deploy,VB VB,wildfly,DeploymentArchiveTestCase.java
3193,test undeploy,VB VB,wildfly,DeploymentArchiveTestCase.java
3194,create cli archive,VB NNP NN,wildfly,DeploymentArchiveTestCase.java
3195,get module path,VB NN NN,wildfly,DeploymentArchiveTestCase.java
3196,create jndi name,VB NNP NN,wildfly,JndiNameFactory.java
3197,create command dispatcher,VB NN NN,wildfly,CommandDispatcherFactory.java
3198,disabled isabled 2 lc check,VBD JJ CD FW NN,wildfly,SFSB2LC.java
3199,same session check,JJ NN NN,wildfly,SFSB2LC.java
3200,second session check,JJ NN NN,wildfly,SFSB2LC.java
3201,add entities and evict all,VB NNS CC VBP DT,wildfly,SFSB2LC.java
3202,evicted entity cache check,VBN NN NN NN,wildfly,SFSB2LC.java
3203,query cache check,VB NN NN,wildfly,SFSB2LC.java
3204,evict query cache,VB NN NN,wildfly,SFSB2LC.java
3205,query cache check if empty,NN NN NN IN JJ,wildfly,SFSB2LC.java
3206,generate query cache stats,VB NN NN NNS,wildfly,SFSB2LC.java
3207,generate entity cache stats,VB NN NN NNS,wildfly,SFSB2LC.java
3208,get cache region name,VB NN NN NN,wildfly,SFSB2LC.java
3209,create employee,VB NN,wildfly,SFSB2LC.java
3210,get employee,VB NN,wildfly,SFSB2LC.java
3211,get employee query,VB NN NN,wildfly,SFSB2LC.java
3212,get all employees query,VB DT NNS NN,wildfly,SFSB2LC.java
3213,get model controller client,VB NN NN NN,wildfly,AbstractDatasourceCapacityPoliciesTestCase.java
3214,test non default decrementer and incrementer,VB RB JJ NN CC NN,wildfly,AbstractDatasourceCapacityPoliciesTestCase.java
3215,check statistics,VB NNS,wildfly,AbstractDatasourceCapacityPoliciesTestCase.java
3216,do setup,VB NN,wildfly,AbstractDatasourceCapacityPoliciesTestCase.java
3217,create datasource,VB NN,wildfly,AbstractDatasourceCapacityPoliciesTestCase.java
3218,remove datasource,VB NN,wildfly,AbstractDatasourceCapacityPoliciesTestCase.java
3219,add capacity decrementer property,VB NN NN NN,wildfly,AbstractDatasourceCapacityPoliciesTestCase.java
3220,add capacity incrementer property,VB NN NN NN,wildfly,AbstractDatasourceCapacityPoliciesTestCase.java
3221,get capacity decrementer class,VB NN NN NN,wildfly,AbstractDatasourceCapacityPoliciesTestCase.java
3222,get capacity decrementer properties,VB NN NN NNS,wildfly,AbstractDatasourceCapacityPoliciesTestCase.java
3223,get capacity incrementer class,VB NN NN NN,wildfly,AbstractDatasourceCapacityPoliciesTestCase.java
3224,get capacity incrementer properties,VB NN NN NNS,wildfly,AbstractDatasourceCapacityPoliciesTestCase.java
3225,establish topology,VB NN,wildfly,TopologyChangeListener.java
3226,is closeable,VBZ JJ,wildfly,BeanGroup.java
3227,get beans,VB NNS,wildfly,BeanGroup.java
3228,add bean,VB NN,wildfly,BeanGroup.java
3229,get bean,VB NN,wildfly,BeanGroup.java
3230,release bean,VB NN,wildfly,BeanGroup.java
3231,remove bean,VB NN,wildfly,BeanGroup.java
3232,pre passivate,IN VB,wildfly,BeanGroup.java
3233,post activate,IN VB,wildfly,BeanGroup.java
3234,from annotation,IN NN,wildfly,TransactionTimeoutAnnotationInformationFactory.java
3235,create configuration builder,VB NN NN,wildfly,SharedStateCacheBuilder.java
3236,for type,IN NN,wildfly,AttributeManagerTypeEnum.java
3237,test deploy redeploy undeploy,VB VB VB VB,wildfly,DeploySingleServerGroupTestCase.java
3238,test content object deploy,VB VB NN NN,wildfly,DeploySingleServerGroupTestCase.java
3239,test redeploy,VB VB,wildfly,DeploySingleServerGroupTestCase.java
3240,test w fly 3 1 8 4,VB FW VB CD CD CD CD,wildfly,DeploySingleServerGroupTestCase.java
3241,check url,VB NNP,wildfly,DeploySingleServerGroupTestCase.java
3242,configure model validators,VB NN NNS,wildfly,IDMConfigAddStepHandler.java
3243,is alternatives required,VBZ NNS VBN,wildfly,IDMConfigAddStepHandler.java
3244,perform validation,VB NN,wildfly,IDMConfigAddStepHandler.java
3245,recreate parent service,VB NN NN,wildfly,IDMConfigAddStepHandler.java
3246,get parent service name,VB NN NN NN,wildfly,IDMConfigAddStepHandler.java
3247,populate model,VB NN,wildfly,IDMConfigAddStepHandler.java
3248,test authentication,VB NN,wildfly,AuthenticationTestCase.java
3249,test authentication bad pwd,VB NN JJ NN,wildfly,AuthenticationTestCase.java
3250,test authentication two beans,VB NN CD NNS,wildfly,AuthenticationTestCase.java
3251,test authentication two beans re auth,VB NN CD NNS RB VB,wildfly,AuthenticationTestCase.java
3252,test authentication two beans re auth bad pwd,VB NN CD NNS RB VB JJ NN,wildfly,AuthenticationTestCase.java
3253,test authenticated call,VB VBN NN,wildfly,AuthenticationTestCase.java
3254,test unauthenticated,VB VBN,wildfly,AuthenticationTestCase.java
3255,test authentication via servlet,VB NN IN NN,wildfly,AuthenticationTestCase.java
3256,test authentication re auth via servlet,VB NN RB VB IN NN,wildfly,AuthenticationTestCase.java
3257,test authentication two beans via servlet,VB NN CD NN IN NN,wildfly,AuthenticationTestCase.java
3258,test authentication two beans re auth via servlet,VB NN CD NNS RB VB IN NN,wildfly,AuthenticationTestCase.java
3259,test authentication two beans re auth bad pwd via servlet,VB NN CD NNS RB VB JJ NN IN NN,wildfly,AuthenticationTestCase.java
3260,test icir single,VB NNP JJ,wildfly,AuthenticationTestCase.java
3261,test icir two beans,VB NNP CC NNS,wildfly,AuthenticationTestCase.java
3262,test icir two beans re auth,VB NNP CD NNS RB VB,wildfly,AuthenticationTestCase.java
3263,get who am i,VB WP VBP NNS,wildfly,AuthenticationTestCase.java
3264,test icir via servlet,VB NNP IN NN,wildfly,AuthenticationTestCase.java
3265,test icir re auth via servlet,VB NNP RB VB IN NN,wildfly,AuthenticationTestCase.java
3266,test icir two beans via servlet,VB NNP CD NNS IN NN,wildfly,AuthenticationTestCase.java
3267,test icir two beans re auth via servlet,VB NNP CD NNS IN VB IN NN,wildfly,AuthenticationTestCase.java
3268,removed,VBN,wildfly,RemoveListenerAdapter.java
3269,perform runtime,VB NN,wildfly,ListenerAdd.java
3270,wrap,VB,wildfly,ListenerAdd.java
3271,create service,VB NN,wildfly,ListenerAdd.java
3272,configure additional dependencies,VB JJ NNS,wildfly,ListenerAdd.java
3273,remove property,VB NN,wildfly,Utils.java
3274,redefine property,VB NN,wildfly,Utils.java
3275,perform boottime,VB NN,wildfly,BeanValidationAdd.java
3276,perform call,VB NN,wildfly,CdiDecoratorRootResourceTestCase.java
3277,test jax rs with decorated resource,VB NN NN IN VBN NN,wildfly,CdiDecoratorRootResourceTestCase.java
3278,remove attribute,VB NN,wildfly,SessionAttributes.java
3279,set attribute,VB NN,wildfly,SessionAttributes.java
3280,doit,NN,wildfly,NonExtendedStatefuBean.java
3281,get target class,VB NN NN,wildfly,SessionCreationMetaDataKeyFilterExternalizer.java
3282,set first,VB JJ,wildfly,AnnoResourceAdapter.java
3283,get first,VB JJ,wildfly,AnnoResourceAdapter.java
3284,set second,VB JJ,wildfly,AnnoResourceAdapter.java
3285,get second,VB JJ,wildfly,AnnoResourceAdapter.java
3286,endpoint activation,NN NN,wildfly,AnnoResourceAdapter.java
3287,endpoint deactivation,NN NN,wildfly,AnnoResourceAdapter.java
3288,get xa resources,VB FW NNS,wildfly,AnnoResourceAdapter.java
3289,get bind info,VB NN NN,wildfly,ResourceAdapterActivatorService.java
3290,set bind info,VB NN NN,wildfly,ResourceAdapterActivatorService.java
3291,is create binder service,VBZ VB NN NN,wildfly,ResourceAdapterActivatorService.java
