,OUT,SWUM,POSSE,STANFORD
1551,NM NM NM NM NM N,NM NM NM NM NM N,NM NM NM NM N N,N N N N N N
1552,NM NM NM N,NM NM NM N,N NM N N,N N N N
1553,NM D NM N,NM NM NM N,N NM N N,N D N N
1554,DT DT N,NM NM N,N NM N,FAILURE FAILURE FAILURE
1555,NM NM NM N,NM NM NM N,NM N NM N,N N N N
1556,NM NM NM N,NM NM NM N,NM N NM N,N N N N
1557,NM NM NM NM N,NM NM NM NM N,NM NM N NM N,D N N N N
1558,NM NM NM NM NM N,NM NM NM NM NM N,NM NM NM N NM N,D NM N N N N
1559,N,N,N,N
1560,NM N,NM N,NM N,NM N
1561,NM N,NM N,NM N,NM N
1562,NM NM N,NM NM N,NM NM N,NM NM N
1563,NM NM NM N,NM NM NM N,NM NM NM N,N N N N
1564,NM NM NM NM N,NM NM NM NM N,NM NM NM NM N,N N N N N
1565,NM NM NM N,NM NM NM N,N NM NM N,N N VBD N
1566,NM NM N,NM NM N,N N N,V N N
1567,NM D N,NM NM N,N NM N,N D N
1568,NM NM NM N,NM NM NM N,N N N N,N N N N
1569,NM NPL,NM N,NM N,NM NPL
1570,NM NPL,NM N,NM N,NM NPL
1571,NM NPL,NM N,NM N,NM NPL
1572,NM NPL,NM N,NM N,NM NPL
1573,N,N,N,N
1574,N,N,N,V
1575,NM NM N,NM NM N,N N N,N N N
1576,N P N,NM NM N,FAILURE FAILURE FAILURE,N P N
1577,N P N,NM NM N,FAILURE FAILURE FAILURE,N P N
1578,N P V,NM NM N,FAILURE FAILURE FAILURE,N P V
1579,V P N,NM NM N,V P N,V P N
1580,N,N,N,N
1581,NM N,NM N,N N,N N
1582,NM N,NM N,NM N,N N
1583,NM NM N,NM NM N,NM N N,N N N
1584,N,N,N,N
1585,NM N,NM N,N N,N N
1586,NM NM NPL N,NM NM NM N,N N N N,N N NPL VBP
1587,NM NM N,NM NM N,N N N,N N N
1588,V NM P N,NM NM NM N,V N P N,V N P N
1589,V NM P NM N,NM NM NM NM N,V N P N N,V N P N N
1590,NM NM NM N,NM NM NM N,N N N N,N N N N
1591,NM NM N,NM NM N,N N N,N N N
1592,NM N,NM N,NM N,N N
1593,NM N,NM N,NM N,N N
1594,NM NM NM NM D,FAILURE FAILURE FAILURE FAILURE FAILURE,N N N NM N,N N N N D
1595,N P N,NM NM N,V P N,N P N
1596,NM P NM NM N,FAILURE FAILURE FAILURE FAILURE FAILURE,V P N N N,V P N N N
1597,NM N,NM N,N N,N N
1598,N,N,N,N
1599,NM N,NM N,N N,N N
1600,NM NM NPL,NM NM N,N N N,N N NPL
1601,NM N,NM N,N N,N N
1602,NM N,NM N,NM N,N N
1603,NM P NM N,FAILURE FAILURE FAILURE FAILURE,V P N N,V P N N
1604,NM NM N,NM NM N,N N N,N N N
1605,N,N,N,N
1606,NM N,NM N,N N,N N
1607,NM N,NM N,NM N,N N
1608,NM NM N,NM NM N,N N N,N N N
1609,NM N,NM N,NM N,VM VBG
1610,NM N,NM N,NM N,N N
1611,DT N,NM N,N N,FAILURE FAILURE
1612,NM N,NM N,NM N,N N
1613,NM CJ NM NM N,NM NM NM NM N,N N N N N,N CJ N N N
1614,NM NM N,NM NM N,NM N N,N N N
1615,NM NM N,NM NM N,NM N N,N N N
1616,NM N,NM N,NM N,N N
1617,NM CJ V,NM NM N,N N V,V CJ V
1618,NM NM N,NM NM N,NM N N,N N N
1619,NM NM NM NPL,NM NM NM N,N N NM N,N N N NPL
1620,NM N,NM N,NM N,NM N
1621,NM N,NM N,N N,N N
1622,NPL N,NM N,N N,NPL VBP
1623,NM N,NM N,N N,N N
1624,N,N,N,N
1625,NM NM N,NM NM N,N N N,N N N
1626,N,N,N,N
1627,NM N,NM N,N N,N N
1628,NM N,NM N,N N,N N
1629,DT N,NM N,N N,FAILURE FAILURE
1630,NM N,NM N,N N,N N
1631,NM N,NM N,N N,N N
1632,DT N,DT N,NM N,DT N
1633,NM N,NM N,N N,N N
1634,NM NM N,NM NM N,N N N,N N N
1635,N P N,NM NM N,V P N,N P N
1636,NM NM P N,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,NM N P N
1637,N P NM N,NM NM NM N,V P N N,N P NM N
1638,N NM NM NM N,NM NM NM NM N,FAILURE FAILURE FAILURE FAILURE FAILURE,N N N N N
1639,NM N,NM N,N N,N N
1640,NM N,NM N,N N,N N
1641,NM N,NM N,N N,N N
1642,NM NM N,NM NM N,NM N N,VBN N N
1643,NM NM NM,NM NM N,N N NM,VBG N N
1644,DT DT N,NM NM N,NM N N,FAILURE FAILURE FAILURE
1645,DT DT N,NM NM N,NM N N,FAILURE FAILURE FAILURE
1646,DT DT N,NM NM N,NM N N,FAILURE FAILURE FAILURE
1647,NM NM N,NM NM N,NM N N,NM N N
1648,NM NM N,NM NM N,NM NM N,NM NM N
1649,NM NM NM N,NM NM NM N,N N NM N,N N N N
1650,NM NM NM N,NM NM NM N,NM N NM N,N N N N
1651,NM NM NM NM N,NM NM NM NM N,NM N N NM N,N N N N N
1652,NM NM NPL N,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,NM NM NPL N
1653,N NM NM NM N,NM NM NM NM N,FAILURE FAILURE FAILURE FAILURE FAILURE,N N N N N
1654,DT NM N,DT NM N,NM N N,DT VBG N
1655,N NM N,NM NM N,FAILURE FAILURE FAILURE,N N N
1656,NM NPL,NM N,NM N,VBG NPL
1657,NM NPL,NM N,N N,N NPL
1658,NM N,NM N,NM N,NM N
1659,DT NM V,DT NM N,NM N NM,DT N VBN
1660,NM N,NM N,NM N,NM N
1661,NM N,NM N,N N,N N
1662,V,N,N,VBG
1663,NM NM N,NM NM N,N N N,N N N
1664,DT N,NM N,N N,FAILURE FAILURE
1665,NM N,NM N,NM N,N N
1666,DT DT DT N,NM NM NM N,N N N N,FAILURE FAILURE FAILURE FAILURE
1667,N,N,N,N
1668,NM NM N,NM NM N,NM N N,N N N
1669,NM N,NM N,NM N,N N
1670,NM N,NM N,N N,N N
1671,NM N,NM N,N N,N N
1672,NM NM N,NM NM N,N N N,N N N
1673,NM N,NM N,NM N,N N
1674,NM NM N,NM NM N,N NM N,N N N
1675,NM NM N,NM NM N,NM NM N,N N N
1676,N,N,N,N
1677,NM N,NM N,N N,N N
1678,NM NM N,NM NM N,NM N N,NM N N
1679,V,N,N,VBG
1680,DT DT N,NM NM N,N N N,FAILURE FAILURE FAILURE
1681,NM N,NM N,NM N,N N
1682,NM N,NM N,NM N,N N
1683,NM NM N,NM NM N,N N N,V N N
1684,NM N,NM N,NM N,NM N
1685,NM NM N,NM NM N,NM N N,N N N
1686,NM N,NM N,N N,N N
1687,NM N,NM N,NM N,NM N
1688,NM N,NM N,N N,N N
1689,NM NM N,NM NM N,N N N,N N N
1690,V,N,N,VBG
1691,NM N,NM N,N N,N N
1692,NM N,NM N,N N,N N
1693,NM NM N,NM NM N,NM N N,N N N
1694,NM NM N,NM NM N,NM N N,N N N
1695,N,N,N,N
1696,DT N,NM N,N N,FAILURE FAILURE
1697,NM NM N,NM NM N,N N N,N N N
1698,NM NM N,NM NM N,N N N,N N N
1699,NM NM N,NM NM N,NM N N,N N N
1700,NM N,NM N,NM N,N N
1701,NM NM N,NM NM N,N N N,N N N
1702,NM N,NM N,N N,N N
1703,NM N,NM N,N N,V N
1704,NM NM N,NM NM N,NM N N,NM N N
1705,NM N,NM N,N N,N N
1706,NM NM P N,FAILURE FAILURE FAILURE FAILURE,N N NM N,N N D N
1707,NM NM N,FAILURE FAILURE FAILURE,N N N,N N N
1708,NM V N,FAILURE FAILURE FAILURE,NM N N,NM VBG N
1709,NM NM P N,FAILURE FAILURE FAILURE FAILURE,NM N NM N,NM N D N
1710,NM NM NM P N,FAILURE FAILURE FAILURE FAILURE FAILURE,NM NM N NM N,NM NM N D N
1711,NM NM N,NM NM N,NM NM N,N N N
1712,NM NM V N,FAILURE FAILURE FAILURE FAILURE,NM N N N,NM N VBG N
1713,NM NM NM NM N,NM NM NM NM N,NM NM N NM N,N N N N N
1714,NM NM NM NM N,NM NM NM NM N,NM NM N N N,N N N N N
1715,NM NM NM N,NM NM NM N,N N NM N,N N N N
1716,NM NM NM N,NM NM NM N,N N N N,N N N N
1717,NM NM NM N,NM NM NM N,NM N NM N,N N N N
1718,NM NM NM N,NM NM NM N,NM N N N,N N N N
1719,NM NM NM P N,FAILURE FAILURE FAILURE FAILURE FAILURE,NM N N NM N,N N N D N
1720,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,NM NM N N,NM NM N N
1721,NM NM NM P N,FAILURE FAILURE FAILURE FAILURE FAILURE,NM N N NM N,N N N D N
1722,NM NM NM NM N,NM NM NM NM N,NM N N NM N,N N N N N
1723,NM NM NM NM N,NM NM NM NM N,NM N N N N,N N N N N
1724,NM NM P N,FAILURE FAILURE FAILURE FAILURE,N N NM N,N N D N
1725,NM NM NM P N,FAILURE FAILURE FAILURE FAILURE FAILURE,NM NM N NM N,N N N D N
1726,NM N,NM N,NM N,N N
1727,NM NM P N,FAILURE FAILURE FAILURE FAILURE,NM N NM N,NM N D N
1728,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,N N N N,N N N N
1729,NM NM N,NM NM N,N N N,N N N
1730,N,N,N,N
1731,NM NM N,FAILURE FAILURE FAILURE,N N N,N N N
1732,NM N,NM N,N N,N N
1733,NM N,NM N,N N,N N
1734,NM NM NM N,NM NM NM N,NM N N N,N N N N
1735,NM NM N,NM NM N,NM N N,N N N
1736,N,N,N,N
1737,NM N,NM N,N N,N N
1738,NM NM N,NM NM N,N NM N,N VBD N
1739,N N,NM N,FAILURE FAILURE,N N
1740,NM NM NM N,NM NM NM N,N N N N,N N N N
1741,NM NM NM N,NM NM NM N,N N NM N,N N VBN N
1742,N NM VM NM N,NM NM DT NM N,FAILURE FAILURE FAILURE FAILURE FAILURE,N N VM VBN N
1743,NM NM NM,NM NM N,N N NM,N N N
1744,NM N,NM N,N N,N N
1745,NM NM N,NM NM N,NM N N,NM N N
1746,NM NM N,NM NM N,N N N,N N N
1747,NM N,NM N,N N,N N
1748,NM N,NM N,N N,V N
1749,NM NM NM N,NM NM NM N,NM N N N,NM N N N
1750,NM NM N,NM NM N,N N N,N N N
1751,NM NPL N,NM NM N,NM N N,NM NPL N
1752,NM NM N,NM NM N,N N N,N N N
1753,NM NM N,NM NM N,NM N N,NM N N
1754,NM NM NM N,NM NM NM N,NM N N N,NM N N N
1755,NM N,NM N,N N,N N
1756,NM NM NM NM N,NM NM NM NM N,N N N N N,N N V N N
1757,NM NM N,NM NM N,N N N,N N N
1758,NM N,NM N,NM N,N N
1759,NM NM N,NM NM N,NM N N,NM N N
1760,NM NM N,NM NM N,NM N N,N N N
1761,NM NM N,NM NM N,NM N N,NM N N
1762,N,N,N,N
1763,NM N,NM N,N N,N N
1764,NM NM N,NM NM N,N N N,N N N
1765,NM N,NM N,NM N,NM N
1766,NM N,NM N,N N,N N
1767,NM NM N,NM NM N,N N N,N N N
1768,NM N,NM N,N N,N N
1769,NM NM N,NM NM N,N N N,N N N
1770,NM N,NM N,N N,N N
1771,N,N,N,N
1772,NM N,NM N,N N,N N
1773,N,N,N,N
1774,NM N,NM N,N N,N N
1775,NM NM N,NM NM N,N N N,N N N
1776,N,N,N,N
1777,N,N,NM,NM
1778,NM N,NM N,N N,N N
1779,NM N,NM N,N N,N N
1780,NM NM N,NM NM N,N N N,N N N
1781,NM NPL,NM N,N N,N NPL
1782,NM NPL,NM N,N N,V NPL
1783,NM NM NPL,NM NM N,N N N,N N NPL
1784,NM NPL N,NM NM N,N N N,N NPL N
1785,NM NPL,NM N,N N,V NPL
1786,NM NM N,NM NM N,N N N,N N N
1787,NM NM N,NM NM N,N N N,N N N
1788,NM NPL,NM N,N N,N NPL
1789,NM N,NM N,N N,N N
1790,NM NM N,NM NM N,NM N N,N N N
1791,NM N,NM N,NM N,N N
1792,N,N,N,N
1793,N,N,N,NM
1794,NM N,NM N,N N,N N
1795,DT N,NM N,N N,FAILURE FAILURE
1796,N NM VM V,NM NM DT N,FAILURE FAILURE FAILURE FAILURE,N N VM V
1797,NM NM N,NM NM N,N N N,N N N
1798,NM NM N,NM NM N,N NM N,N N N
1799,NM N,NM N,N N,N N
1800,NM N,NM N,NM N,N N
1801,N,N,N,N
1802,NM N,NM N,N N,N N
1803,NM N,NM N,N N,N N
1804,N VM NM N,NM DT NM N,FAILURE FAILURE FAILURE FAILURE,N VM VBN N
1805,NM NM N,NM NM N,NM N N,NM N N
1806,NM N,NM N,N N,N N
1807,NM N,NM N,NM N,NM N
1808,N NM VM V,NM NM DT N,FAILURE FAILURE FAILURE FAILURE,N N VM V
1809,N,N,N,N
1810,N,N,N,N
1811,N,N,N,NM
1812,N,N,N,N
1813,NM N,NM N,N N,N N
1814,NM N,NM N,N N,N N
1815,NM N,NM N,N N,N N
1816,NM N,NM N,N N,V N
1817,NM N,NM N,NM N,NM N
1818,DT DT N,NM NM N,NM N N,FAILURE FAILURE FAILURE
1819,N,N,N,N
1820,NM NM N,NM NM N,N N N,N N N
1821,NM N,NM N,NM N,NM N
1822,DT N,NM N,N N,FAILURE FAILURE
1823,N,N,N,N
1824,NM N,NM N,N N,N N
1825,NM N,NM N,N N,N N
1826,NPL N,NM N,N N,NPL VBP
1827,DT N,NM N,N N,FAILURE FAILURE
1828,NM NM NM N,NM NM NM N,N N N N,N N N N
1829,NM N,NM N,N N,N N
1830,NM NM N,NM NM N,N NM N,N N N
1831,NM N,NM N,N N,N N
1832,NM N,NM N,N N,N N
1833,NM N,NM N,N N,N N
1834,NM P N,NM NM N,N P N,VM P N
1835,P N,NM N,P N,P N
1836,DT DT N,NM NM N,N NM N,FAILURE FAILURE FAILURE
1837,DT N,NM N,N N,FAILURE FAILURE
1838,NM N,NM N,N N,N N
1839,NM N,NM N,N N,N N
1840,NM N,NM N,N N,N N
1841,NM N,NM N,N N,VM N
1842,NM NM N,NM NM N,N N N,N N N
1843,NM N,NM N,N N,N N
1844,NM NM N,NM NM N,N N N,N N N
1845,NM N,NM N,N N,N N
1846,NM N,NM N,NM N,NM N
1847,NM NM N,NM NM N,N N N,N N N
1848,P N,NM N,P N,P N
1849,NM N,NM N,N N,N N
1850,NM P N,NM NM N,N N N,N P N
1851,DT DT DT N,NM NM NM N,NM N N N,FAILURE FAILURE FAILURE FAILURE
1852,NM N,NM N,N N,N N
1853,NM N,NM N,N N,N N
1854,NM N,NM N,NM N,N N
1855,NM D,NM N,N N,N D
1856,NM NPL,NM N,N N,N NPL
1857,N,N,N,N
1858,NM D,NM N,N N,N D
1859,DT NM N,DT NM N,NM NM N,DT NM N
1860,NM N,NM N,N N,N N
1861,NM NM N,NM NM N,N N N,N N N
1862,NM NM N,NM NM N,N N N,V N N
1863,NM N,NM N,N N,N N
1864,NM NM NM N,NM NM NM N,N N N N,N N N N
1865,NM N,NM N,N N,N N
1866,NM NM N,NM NM N,N N N,N N N
1867,NM N,NM N,N N,N N
1868,NM N,NM N,N N,N N
1869,DT N,NM N,N N,FAILURE FAILURE
1870,NM N,NM N,N N,N N
1871,NM N,NM N,N N,N N
1872,NM N,NM N,N N,N N
1873,NM N,NM N,N N,N N
1874,NM NM N,NM NM N,N N N,N N N
1875,N,N,NM,NM
1876,N,N,N,N
1877,DT N,NM N,N N,FAILURE FAILURE
1878,NM N,NM N,NM N,NM N
1879,DT N,NM N,N N,FAILURE FAILURE
1880,DT N,NM N,NM N,FAILURE FAILURE
1881,NM N,NM N,N N,N N
1882,VM NM N,DT NM N,FAILURE FAILURE FAILURE,VM VBN N
1883,NM NM N,NM NM N,N N N,N N N
1884,NM N,NM N,N N,N N
1885,NM N,NM N,N N,N N
1886,DT N,NM N,N N,FAILURE FAILURE
1887,NM NM NM N,NM NM NM N,N NM NM N,N N N N
1888,N,N,NM,NM
1889,NM N,NM N,NM N,N N
1890,N,N,N,N
1891,NM N,NM N,NM N,NM N
1892,NM N,NM N,N N,N N
1893,NM N,NM N,NM N,NM N
1894,N,N,N,N
1895,NM NM N,NM NM N,NM NM N,VBN NM N
1896,NM N,NM N,NM N,N N
1897,NM,N,NM,VBN
1898,N,N,N,N
1899,N,N,N,N
1900,NM N,NM N,NM N,N N
1901,N,N,N,N
1902,NM N,NM N,N N,N N
1903,N,N,N,N
1904,N,N,N,N
1905,NM N,NM N,N N,N N
1906,N P N,NM NM N,V P N,N P N
1907,NM N,NM N,N N,N N
1908,NM N,NM N,N N,VBN N
1909,N,N,N,VM
1910,N,N,N,N
1911,N,N,N,N
1912,NPL,N,V,NPL
1913,N P,NM N,V P,N P
1914,NM NM N,NM NM N,N N N,N N N
1915,NM N,NM N,N N,N N
1916,NM N,NM N,N N,N N
1917,NM N,NM N,N N,N N
1918,N,N,N,N
1919,N,N,V,V
1920,NM N,NM N,N N,N N
1921,N NM NM VM NM N,NM NM NM NM NM N,V N N P N N,N V N N N N
1922,N NM NM VM NM NM N,NM NM NM NM NM NM N,V N N P N NM N,N V N N N N N
1923,NM NM N,NM NM N,N N N,N N N
1924,N,N,NM,NM
1925,NM NM,NM N,N NM,P NM
1926,NM CJ,NM N,NM N,N P
1927,NM P CJ N,NM NM NM N,NM N N N,N P CJ N
1928,NM CJ,DT N,NM N,VM P
1929,NM P CJ N,DT NM NM N,NM N N N,VM P CJ N
1930,DT DT N,NM NM N,N N N,FAILURE FAILURE FAILURE
1931,DT DT DT N,NM NM NM N,N N N N,FAILURE FAILURE FAILURE FAILURE
1932,DT DT NM,NM NM N,N N NM,FAILURE FAILURE FAILURE
1933,DT DT N,NM NM N,N NM N,FAILURE FAILURE FAILURE
1934,DT DT DT DT N,NM NM NM NM N,N NM N N N,FAILURE FAILURE FAILURE FAILURE FAILURE
1935,DT NM N,NM DT N,N NM N,FAILURE FAILURE FAILURE
1936,DT NM DT DT N,NM DT NM NM N,N NM N N N,FAILURE FAILURE FAILURE FAILURE FAILURE
1937,N,N,FAILURE,FAILURE
1938,NM N,NM N,N N,N N
1939,NPL,N,V,NPL
1940,NM N,NM N,N V,P VBZ
1941,V P,NM N,V P,VBZ P
1942,P V P,NM NM N,FAILURE FAILURE FAILURE,P VBZ P
1943,NM P,NM N,V P,NPL P
1944,N NPL P,NM NM N,FAILURE FAILURE FAILURE,N NPL P
1945,N,N,N,N
1946,DT N,NM N,N N,FAILURE FAILURE
1947,N,N,N,N
1948,NM N,NM N,NM N,P VBP
1949,NM N,NM N,N N,N N
1950,NM NM,NM N,N NM,N NM
1951,NM N,NM N,N N,N N
1952,NM N,NM N,N N,N N
1953,NM N,NM N,N N,N N
1954,NM N,NM N,N N,N N
1955,NM NM N,NM NM N,N N N,N V N
1956,NM NM,NM N,N NM,N NM
1957,NM N,NM N,N V,N VBZ
1958,NM N,NM N,N V,N VBZ
1959,N V P,NM NM N,FAILURE FAILURE FAILURE,N VBZ P
1960,N V P,NM NM N,FAILURE FAILURE FAILURE,N VBZ P
1961,N NPL P,NM NM N,FAILURE FAILURE FAILURE,N NPL P
1962,N NPL N,NM NM N,FAILURE FAILURE FAILURE,N NPL N
1963,NM N,NM N,NM N,N N
1964,VM,N,V,VBN
1965,NM N,NM N,NM N,N N
1966,NM NM NM NM N,NM NM NM NM N,NM N N N N,N N N N N
1967,NM N,NM N,NM N,N N
1968,P N,NM N,P N,P N
1969,N,N,N,N
1970,NM N,NM N,N N,N N
1971,NM CJ NM N,NM NM NM N,N N N N,N CJ N N
1972,NM NM N,NM NM N,N N N,N N N
1973,NM N,NM N,N N,VBN N
1974,NM N,NM N,NM N,N N
1975,N,N,N,N
1976,NM N,NM N,N N,N N
1977,NM N,NM N,NM N,NM N
1978,NM N,NM N,NM N,N N
1979,NM N,NM N,N N,V N
1980,N,N,NM,NM
1981,NM N,NM N,NM N,NM N
1982,NM N,NM N,NM N,VBN N
1983,NM N,NM N,NM N,NM N
1984,N,N,N,N
1985,NM N,NM N,N N,N N
1986,N,N,N,N
1987,N,N,N,N
1988,N,N,N,N
1989,NM N,NM N,N N,N N
1990,N,N,N,N
1991,NM NM,NM N,N NM,N N
1992,NM NM,NM N,N NM,N N
1993,NM NM NM,NM NM N,NM N NM,N N N
1994,NPL NM,NM N,N NM,NPL NM
1995,NPL NM NM,NM NM N,N N NM,NPL VBP NM
1996,NM NPL NM NM,NM NM NM N,N N N NM,VBN NPL N N
1997,NM NPL NM NM,NM NM NM N,NM N N NM,NM NPL N N
1998,NM N,NM N,N N,N V
1999,DT DT N,NM NM N,N N N,FAILURE FAILURE FAILURE
2000,NM NM N,NM NM N,NM N N,NM N V
2001,NM NM N,NM NM N,NM N N,N N V
2002,N,N,N,N
2003,NM N,NM N,NM N,NM N
2004,NM N,NM N,N V,N N
2005,DT N,NM N,N V,FAILURE FAILURE
2006,NM N,NM N,N V,N N
2007,NPL N,NM N,N N,NPL N
2008,NPL,N,N,NPL
2009,DT N,NM N,N N,FAILURE FAILURE
2010,NM NPL,NM N,N N,V NPL
2011,NM N,NM N,N N,N N
2012,NM N,NM N,N N,N N
2013,NM NM N,NM NM N,N N N,N N N
2014,NPL NM N,NM NM N,N N N,NPL V N
2015,NM NM N,NM NM N,N N N,N N N
2016,NM NM N,NM NM N,N NM N,N N N
2017,NM N,NM N,N N,V N
2018,NM N,NM N,N N,N N
2019,DT N,NM N,N N,FAILURE FAILURE
2020,NM N,NM N,NM N,N N
2021,NM N,NM N,N N,N N
2022,N,N,N,V
2023,NM N,NM N,NM N,N N
2024,NM N,NM N,N N,VM N
2025,VM N,PR N,P N,N N
2026,NM NPL,NM N,NM N,NM VM
2027,NM N,NM N,N N,N N
2028,NM N,NM N,NM N,N N
2029,N,N,N,N
2030,NM N,NM N,N N,V N
2031,DT N,NM N,FAILURE FAILURE,DT N
2032,NM,FAILURE,N,N
2033,DT N,NM N,FAILURE FAILURE,DT N
2034,DT NM D,NM NM N,FAILURE FAILURE FAILURE,DT N D
2035,N,N,N,N
2036,NPL,N,N,NPL
2037,N,N,N,N
2038,N,N,N,N
2039,NPL,N,N,NPL
2040,NM,N,NM,N
2041,NM N,NM N,N N,N N
2042,N,N,N,N
2043,NM N,NM N,N N,N N
2044,NM NM N,NM NM N,N N N,N N N
2045,NM N,NM N,N N,N N
2046,NM N,NM N,N N,N N
2047,NM N,NM N,N N,N N
2048,NM NM N,NM NM N,N N N,N N N
2049,NM NM NM N,NM NM NM N,N N N N,N N N N
2050,NM N,NM N,N N,N N
2051,NM N,NM N,N N,N N
2052,NM N,NM N,N N,N N
2053,NM N,NM N,N N,N N
2054,N,N,N,VM
2055,NM N,NM N,N N,N N
2056,N,N,N,N
2057,NM N,NM N,N N,N N
2058,NM N,NM N,N N,NM N
2059,NM N,NM N,N N,N N
2060,NM N,NM N,N N,N N
2061,NM N,NM N,N N,N N
2062,NM N,NM N,N N,N N
2063,NM N,NM N,N N,N N
2064,NM N,NM N,N N,N N
2065,NM N,NM N,N N,N N
2066,NM N,NM N,N N,N N
2067,NM N,NM N,N N,N N
2068,NM N,NM N,NM N,N N
2069,NM N,NM N,NM N,N N
2070,NM NM N,NM NM N,N N N,N NM N
2071,N,N,N,N
2072,NM N,DT N,NM N,NM N
2073,N,N,N,NM
2074,NM N,NM N,NM N,N N
2075,NM N,FAILURE FAILURE,N N,N N
2076,NM N,NM N,N N,N N
2077,N,N,N,N
2078,NM N,NM N,N N,N N
2079,NM NM NM N,NM NM NM N,N NM N N,V N N N
2080,NM NM NM N,NM NM NM N,N N N N,V N N N
2081,NM NM NM N,NM NM NM N,NM N N N,NM N N N
2082,N,N,V,N
2083,N,N,V,V
2084,N,N,NM,NM
2085,NM N,NM N,N N,N N
2086,NM N,NM N,N N,N N
2087,N,DT,N,N
2088,NM CJ,NM N,NM N,NM P
2089,UNK,UNK,UNK,UNK
2090,NM NM N,NM NM N,N N N,N N N
2091,NM NM NM N,NM NM NM N,N N N N,N N N N
2092,N,N,N,N
2093,NM N,NM N,N N,N N
2094,N,N,V,N
2095,V,N,N,VBN
2096,N,N,N,N
2097,N,N,N,N
2098,NM N,NM N,NM N,N N
2099,NM N,NM N,NM N,N N
2100,NM,FAILURE,N,N
2101,N,N,N,N
2102,N,N,V,V
2103,N,N,N,N
2104,N,N,N,VM
2105,NM N,NM N,N N,N N
2106,NM N,NM N,N N,N N
2107,NM,FAILURE,N,N
2108,NM D,NM N,N N,N D
2109,NM,FAILURE,N,N
2110,NM,FAILURE,N,N
2111,NM,FAILURE,N,N
2112,NM N,NM N,N N,N N
2113,NM N,NM N,N N,N N
2114,N,N,N,V
2115,N,N,N,N
2116,NM NM N,NM NM N,N N N,N N N
2117,NM P,NM N,FAILURE FAILURE,VBN P
2118,NM NM N,NM NM N,NM N N,NM N N
2119,NM NM,NM N,FAILURE FAILURE,VBN NM
2120,NM NM CJ,NM DT N,NM NM N,VBN VM P
2121,NM NM CJ,NM NM N,NM NM N,N N P
2122,NM NM P CJ N,NM NM NM NM N,NM NM N N N,N N P CJ N
2123,NM NM P CJ N,NM DT NM NM N,NM NM N N N,VBN VM P CJ N
2124,NM NM N,NM NM N,NM N N,N N N
2125,NM N,NM N,N N,N N
2126,NM N,NM N,N V,N VBZ
2127,NM P,NM N,FAILURE FAILURE,VBN P
2128,V NM N,NM NM N,N NM N,VBZ N N
2129,V N,NM N,N N,VBZ N
2130,V N,NM N,N N,VBZ N
2131,V DT N,NM DT N,N P N,VBZ DT N
2132,V NM CJ NM N,NM NM NM NM N,N NM N N N,VBZ N CJ N N
2133,NM NM N,NM NM N,N NM N,N N N
2134,NM NM,NM N,N NM,N NM
2135,NM N,NM N,N V,N VBZ
2136,NM N,NM N,N V,N N
2137,NM NM N,NM NM N,NM N V,N V N
2138,NM NM NM NM N,NM NM NM NM N,NM N N N N,N N V N N
2139,NM NM NM N,NM NM NM N,NM N N N,N N N N
2140,N NM NM,NM NM N,V N P,N N N
2141,N NM NM,NM NM N,V N NM,N N NM
2142,NM NM D NM,NM NM NM N,NM N N NM,N N D NM
2143,NM NM D NPL,NM NM NM N,NM N N V,N N D NPL
2144,N NM V P,NM NM NM N,V N N P,N N VBZ P
2145,N NM NM NM NM,NM NM NM NM N,V N NM N P,N N N N N
2146,N NM NPL NM,NM NM NM N,V N N P,N N NPL N
2147,N NM D NPL P,NM NM NM NM N,V N NM N P,N N D NPL P
2148,NM NM N,NM NM N,NM N N,N N N
2149,NM NM NM N,NM NM NM N,NM N NM N,N N N N
2150,NM NM NM NM N,NM NM NM NM N,NM N NM N N,N N N N N
2151,NM NM N,NM NM N,NM N N,N N N
2152,NM NM N,NM NM N,NM N N,N N N
2153,NM NM N,NM NM N,NM N N,N N N
2154,NM NM N,NM NM N,NM N N,N N N
2155,NM NM N,NM NM N,NM N N,N N N
2156,NM N,NM N,N N,N N
2157,NM N,NM N,N N,N N
2158,NM N,NM N,N N,V N
2159,NM N,NM N,N N,V N
2160,DT DT N,NM NM N,N N N,FAILURE FAILURE FAILURE
2161,DT DT N,NM NM N,N N N,FAILURE FAILURE FAILURE
2162,DT N,NM N,N N,FAILURE FAILURE
2163,NM NM N,NM NM N,N N N,N N N
2164,NM NM NM N,NM NM NM N,N N N N,V N N N
2165,NM N,NM N,NM N,N N
2166,NM N,NM N,NM N,N N
2167,NM N,NM N,NM N,NM N
2168,NM P D N,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,D P D N
2169,NM P NM N,DT NM DT N,FAILURE FAILURE FAILURE FAILURE,NM P NM N
2170,NM N,NM N,N N,N N
2171,NM NM N,NM NM N,NM N N,N N N
2172,NM P D N,DT NM NM N,FAILURE FAILURE FAILURE FAILURE,NM P D N
2173,NM P D N,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,D P D N
2174,NM P NM N,DT NM DT N,FAILURE FAILURE FAILURE FAILURE,NM P NM N
