,SEQUENCE,POS,NLTK,CORENLP,OPENNLP,SPACY,FLAIR,STANZA
1429,numpy array create ops correctness test,NN NN VB NN NN NN,JJ NN NN VBZ JJ NN,JJ NN VB NNS NN NN,JJ NN VBP NNS NN NN,NNP NN VBP NNS NN NN,JJ NN NN NNS NN NN,NN NN VB NNS NN NN
1430,sparse test,JJ NN,JJ NN,JJ NN,JJ NN,NNP VB,JJ NN,JJ NN
1431,numpy d type test,NNP FW NN NN,JJ NN NN NN,JJ NN NN NN,JJ JJ NN NN,NNP NNP NN NN,JJ NN NN NN,NN NN NN NN
1432,relu,NNP,NN,NN,NN,NN,NN,NN
1433,relu 6,NNP CD,NN CD,NN CD,NN CD,NN CD,NNP CD,NN CD
1434,sigmoid,NNP,NN,NN,NN,NN,NNP,JJ
1435,soft plus,JJ NN,JJ CC,JJ NN,JJ CC,JJ CC,JJ CC,JJ CC
1436,soft sign,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
1437,silu,NNP,NN,NN,FW,VB,NN,UH
1438,log sigmoid,NN NNP,NN NN,NN NN,NN NN,VB NN,VB NN,VB NN
1439,leaky relu,JJ NNP,JJ NN,JJ NN,NN NN,NNP NNP,JJ NN,JJ NN
1440,hard sigmoid,JJ NNP,JJ NN,JJ NN,JJ NN,NNP NN,JJ NN,JJ NN
1441,hard silu,JJ NNP,JJ NN,JJ NN,JJ NN,RB VB,JJ NN,JJ NN
1442,elu,NNP,NN,NNP,FW,NNP,FW,NN
1443,selu,NNP,NN,NN,NN,NNP,NN,NN
1444,gelu,NNP,NN,NNP,FW,JJ,NNP,NN
1445,softmax,NNP,NN,NNP,NN,NN,NN,NN
1446,log softmax,NN NNP,NN NN,NN NN,NN NN,VB NN,VB NN,VB RB
1447,max pool,JJ VB,NN NN,NN NN,NN NN,NNP NN,NN NN,NN NN
1448,average pool,JJ VB,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
1449,conv,NNP,NN,NN,NN,JJ,NN,NN
1450,depthwise conv,RB NNP,NN NN,RB NN,NN NN,NN JJ,NN NN,NNP NN
1451,separable conv,JJ NNP,JJ NN,JJ NN,JJ NN,JJ JJ,JJ NN,JJ NN
1452,conv transpose,NN VB,NN NN,NN NN,NN NN,NNP NN,NN VB,NN NN
1453,one hot,CD JJ,CD NN,CD JJ,CD JJ,CD JJ,CD JJ,CD JJ
1454,multi hot,JJ JJ,NN JJ,JJ JJ,NNS JJ,VB JJ,JJ JJ,JJ JJ
1455,moments,NNS,NNS,NNS,NNS,NNS,NNS,NNS
1456,batch norm,NN NNP,NN NN,NN NN,NN NN,VB NN,NN NN,NN NN
1457,ctc loss,NNP NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1458,normalize,VB,NN,VB,NN,VB,VB,VB
1459,resize,VB,VB,VB,NN,VB,VB,VB
1460,affine transform,JJ NN,NN NN,RB VB,NN VB,NNP VB,NN VB,NN NN
1461,extract patches,VB NNP,NN NNS,NN NNS,VB NNS,NN NNS,NN NNS,NN NNS
1462,map coordinates,VB NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN VBZ,NN NNS
1463,pad images,VB NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
1464,crop images,VB NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
1465,cholesky,NNP,NN,NNP,NN,NN,NN,NN
1466,det,NNP,NN,NN,NN,NNP,NN,NNP
1467,eig,NNP,NN,NN,CD,NN,UH,NNP
1468,inv,NNP,NN,NN,NN,NNP,NN,NN
1469,lu factor,NNP NN,NN NN,NN NN,FW NN,NNP NN,NNP NN,NNP NN
1470,norm,NN,NN,NN,NN,NN,NN,NN
1471,qr,NNP,NN,NNP,NN,UH,UH,NN
1472,solve,VB,NN,VB,VB,VB,VB,VB
1473,solve triangular,VB JJ,VB NN,VB JJ,VB NN,VB NN,VB JJ,VB JJ
1474,svd,NNP,NN,NN,NN,NNP,NNP,NN
1475,operation,NN,NN,NN,NN,NN,NN,NN
1476,node,NN,NN,NN,NN,NNP,NN,NN
1477,keras history,NNP NN,NNS NN,FW NN,NNS NN,NNP NN,NNP NN,NN NN
1478,core ops static shape test,NN NN JJ NN NN,NN NNS JJ NN NN,NN NNS JJ NN NN,NN VBZ JJ NN NN,NN NNS JJ NN NN,NN NNS JJ NN NN,NN NNS JJ NN NN
1479,core ops correctness test,NN NN NN NN,NN NNS JJ NN,NN NNS NN NN,NN VBZ NN NN,NN NNS NN NN,NN NNS NN NN,NN NNS NN NN
1480,example layer,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1481,core ops d type test,NN NN NN NN NN,NN NNS VBP JJ NN,NN NNS NN NN NN,NN VBZ VBN NN NN,NN NNS NN NN NN,NN NN NN NN NN,NN NNS NN NN NN
1482,core ops calls tests,NN NN NNS NNS,NN NNS VBZ NNS,NN NNS VBZ NNS,NN VBZ NNS NNS,NN NNS VBZ NNS,NN NNS VBZ NNS,NN NNS NNS NNS
1483,image ops dynamic shape test,NN NN JJ NN NN,NN NNS JJ NN NN,NN NNS JJ NN NN,NN VBZ JJ NN NN,NN NNS JJ NN NN,NN NNS JJ NN NN,NN NNS JJ NN NN
1484,image ops static shape test,NN NN JJ NN NN,NN VBZ JJ NN NN,NN NNS JJ NN NN,NN VBZ JJ NN NN,NN NNS JJ NN NN,NN NNS JJ NN NN,NN NNS JJ NN NN
1485,image ops correctness test,NN NN NN NN,NN VBZ JJ NN,NN NNS NN NN,NN VBZ NN NN,NN NNS NN NN,NN NNS NN NN,NN NNS NN NN
1486,function test,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1487,symbolic arguments test,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN
1488,random normal,JJ NN,NN JJ,JJ JJ,JJ JJ,JJ JJ,JJ JJ,JJ JJ
1489,truncated normal,JJ NN,VBN JJ,VBN JJ,JJ JJ,VBD JJ,VBN JJ,VBN JJ
1490,random uniform,JJ NN,NN NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
1491,variance scaling,NN NN,NN NN,NN NN,NN VBG,NN VBG,NN NN,NN NN
1492,glorot uniform,NNP NN,NN NN,NN NN,NN NN,NNP NNP,NNP NN,NN NN
1493,glorot normal,NNP NN,NN JJ,NN JJ,NN JJ,NNP JJ,NNP JJ,NN JJ
1494,lecun normal,NNP NN,NN JJ,NN JJ,NN JJ,VB JJ,NN JJ,NN JJ
1495,lecun uniform,NNP NN,NN NN,JJ NN,NN NN,NNP NNP,NNP NN,NN NN
1496,he normal,NNP NN,PRP JJ,PRP JJ,PRP RB,PRP JJ,PRP JJ,PRP JJ
1497,he uniform,NNP NN,PRP VB,PRP NN,PRP NN,PRP VBP,PRP NN,PRP JJ
1498,orthogonal initializer,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
1499,constant initializers test,NN NNS NN,JJ NNS VBP,JJ NNS NN,JJ NNS NN,JJ NNS VB,JJ NNS NN,JJ NNS NN
1500,initializers test,NNS NN,NNS VBP,NNS NN,NNS NN,NNS VBP,NNS VBP,NNS NN
1501,initializer,NN,NN,NN,NN,NNP,NN,NN
1502,d type policy test,FW NN NN NN,JJ NN NN NN,NN NN NN NN,JJ NN NN NN,DT NN NN NN,XX NN NN NN,NN NN NN NN
1503,float d type policy test,NN FW NN NN NN,NN NN NN NN NN,NN NN NN NN NN,VB JJ NN NN NN,VB DT NN NN NN,NN NN NN NN NN,VB NN NN NN NN
1504,quantized d type policy test,JJ FW NN NN NN,VBN JJ NN NN NN,VBN NN NN NN NN,VBN JJ NN NN NN,VBD DT NN NN NN,VBN NN NN NN NN,VBN NN NN NN NN
1505,d type policy global functions test,FW NN NN JJ NNS NN,JJ NN NN JJ NNS NN,NN NN NN JJ NNS NN,JJ NN NN JJ NNS NN,LS NN NN JJ NNS NN,XX NN NN JJ NNS NN,NN NN NN JJ NNS NN
1506,float d type policy edge cases test,NN FW NN NN NN NNS NN,NN NN NN NN NN NNS VBP,NN NN NN NN NN NNS NN,VB JJ NN NN NN NNS NN,VB DT NN NN NN NNS VBP,NN NN NN NN NN NNS VBP,VB NN NN NN NN NNS NN
1507,quantized d type policy edge cases test,JJ FW NN NN NN NNS NN,VBN JJ NN NN NN NNS VBP,VBN NN NN NN NN NNS NN,VBN JJ NN NN NN NNS NN,VBD DT NN NN NN NNS VBP,VBN NN NN NN NN NNS NN,VBN NN NN NN NN NNS NN
1508,d type policy global functions edge cases test,FW NN NN JJ NNS NN NNS NN,JJ NN NN JJ NNS VBP NNS VBP,NN NN NN JJ NNS NN NNS NN,JJ NN NN JJ NNS NN NNS NN,LS NN NN JJ NNS NN NNS VBP,LS NN NN JJ NNS NN NNS NN,NN NN NN JJ NNS NN NNS NN
1509,d type policy,FW NN NN,JJ NN NN,NN NN NN,JJ NN NN,DT NN NN,XX NN NN,NN NN NN
1510,float d type policy,NN FW NN NN,NN NN NN NN,NN NN NN NN,VB JJ NN NN,VB DT NN NN,NN NN NN NN,VB NN NN NN
1511,quantized d type policy,JJ FW NN NN,VBN JJ NN NN,VBN NN NN NN,VBN JJ NN NN,VBD DT NN NN,VBN NN NN NN,VBN NN NN NN
1512,test case,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1513,get test data test,VB NN NNS NN,VB NN NNS NN,VB NN NNS NN,VB NN NNS NN,VB NN NNS NN,VB NN NNS NN,VB NN NNS NN
1514,class distribution tests,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS
1515,named product test,JJ NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN
1516,mean metric wrapper,JJ NN NN,JJ JJ NN,VB JJ NN,JJ JJ NN,VB JJ NN,JJ NN NN,VB NN NN
1517,io u base,NNP FW NN,NN JJ NN,IN PRP NN,NN NN NN,NNP NN NN,UH PRP NN,UH NN NN
1518,io u,NNP FW,NN NN,IN PRP,NN NN UNK,VBZ NN,UH NN,UH FW
1519,binary io u,NN NNP FW,JJ NN NN,JJ NN NN,JJ NN NN,NNP NNS NN,NN IN NN,JJ NN NN
1520,mean io u,NN NNP FW,JJ NN NN,VB IN PRP,JJ NN NN,VB VBZ NN,VB IN NN,VB UH NFP
1521,one hot io u,CD JJ NNP FW,CD JJ NN NN,CD JJ NNP NN,CD JJ NN NN,CD JJ NNS NN,CD JJ IN DT,CD JJ NN NN
1522,one hot mean io u,CD JJ NN NNP FW,CD JJ NN NN NN,CD JJ JJ NN NN,CD JJ NN NN NN,CD JJ NN NNS NN,CD JJ VB IN DT,CD JJ NN UH SYM
1523,confusion matrix,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1524,auc curve,NNP NN,NN NN,NN NN,JJ NN,NN NN,DT NN,JJ NN
1525,auc summation method,NNP NN NN,JJ NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,JJ NN NN
1526,example metric,NN NN,NN JJ,NN JJ,NN JJ,VB JJ,NN NN,NN NN
1527,metric test,NN NN,JJ NN,JJ NN,JJ NN,JJ NN,NN NN,NN NN
1528,f beta score,FW NN NN,JJ NN NN,LS NN NN,NN NN NN,LS JJ NN,LS JJ NN,IN NNP NN
1529,f 1 score,FW CD NN,RB CD NN,NN CD NN,NN CD NN,NNP CD NN,SYM CD NN,IN CD NN
1530,false positives test,JJ NNS NN,JJ NNS VBP,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN
1531,false negatives test,JJ NNS NN,JJ NNS VBP,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN
1532,true negatives test,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN,JJ NNS NN
1533,true positive test,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN
1534,precision test,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1535,recall test,NN NN,JJ NN,NN NN,NN NN,NNP NNP,NN NN,VB NN
1536,sensitivity at specificity test,NN IN NN NN,NN IN NN NN,NN IN NN NN,NN IN NN NN,NN IN NN NN,NN IN NN NN,NN IN NN NN
1537,specificity at sensitivity test,NN IN NN NN,NN IN NN NN,NN IN NN NN,NN IN NN NN,NN IN NN NN,NN IN NN NN,NN IN NN NN
1538,precision at recall test,NN IN NN NN,NN IN JJ NN,NN IN NN NN,NN IN NN NN,NN IN NNP NN,NN IN NN NN,NN IN NN NN
1539,recall at precision test,VB IN NN NN,NN IN NN NN,NN IN NN NN,NN IN NN NN,VB IN NN NN,VB IN NN NN,VB IN NN NN
1540,auc test,NNP NN,JJ NN,NN NN,NN NN,NN NN,NN NN,NN NN
1541,multi auc test,JJ NNP NN,NN VBZ NN,JJ NN NN,JJ NN NN,NNP NN NN,JJ NN NN,JJ NN NN
1542,metric,NN,JJ,JJ,JJ,JJ,NN,NN
1543,root mean squared error test,JJ JJ VBN NN NN,NN NN VBD RB NN,NN NN VBD NN NN,NN VBP JJ NN NN,NNP NNP VBD NN NN,NN JJ JJ NN NN,NN VB VBN NN NN
1544,log cosh error test,NN NN NN NN,NN NN NN NN,NN NN NN NN,VBP JJ NN NN,NNP NNP NN NN,NN NN NN NN,VB NN NN NN
1545,r 2 score test,FW CD NN NN,NN CD NN NN,NN CD NN NN,NN CD NN NN,NN CD NN NN,NN CD NN NN,NN CD NN NN
1546,accuracy test,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1547,binary accuracy test,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
1548,categorical accuracy test,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
1549,sparse categorical accuracy test,JJ JJ NN NN,JJ JJ NN NN,JJ JJ NN NN,JJ JJ NN NN,JJ JJ NN NN,JJ JJ NN NN,JJ JJ NN NN
1550,top k categorical accuracy test,JJ CD JJ NN NN,JJ NN JJ NN NN,JJ CD JJ NN NN,JJ NN JJ NN NN,NNP NNP JJ NN NN,JJ NN JJ NN NN,JJ CD JJ NN NN
1551,sparse top k categorical accuracy test,JJ JJ CD JJ NN NN,NN JJ NN JJ NN NN,JJ JJ NN JJ NN NN,JJ JJ NN JJ NN NN,NNP NNP NNP JJ NN NN,JJ JJ NN JJ NN NN,JJ JJ CD JJ NN NN
1552,f beta score test,FW NN NN NN,JJ NN NN NN,LS NN NN NN,NN JJ NN NN,NNP JJ NN NN,LS JJ NN NN,IN NNP NN NN
1553,f 1 score test,FW CD NN NN,RB CD NN NN,NN CD NN NN,NN CD NN NN,NNP CD NN NN,SYM CD NN NN,IN CD NN NN
1554,io u test,NNP FW NNP,NN JJ NN,IN PRP NN,NN NN NN,UH NN NN,IN PRP NN,UH PRP NN
1555,binary io u test,NN NN FW NN,JJ NN JJ NN,JJ NN NN NN,JJ NN NN NN,NNP NNP NNP NN,NN IN NN NN,JJ NN NN NN
1556,mean io u test,NN NNP FW NN,JJ NN JJ NN,VB IN PRP NN,JJ NN NN NN,VB NNP NN NN,VB IN PRP NN,VB UH PRP$ NN
1557,one hot io u test,CD JJ NNP FW NN,CD JJ NN JJ NN,CD JJ NNP NN NN,CD JJ NN NN NN,CD JJ NNP NN NN,CD JJ IN PRP NN,CD JJ NN PRP$ NN
1558,one hot mean io u test,CD JJ NN NNP FW NN,CD JJ NN NN JJ NN,CD JJ JJ NN NN NN,CD JJ JJ NN NN NN,CD JJ NN UH NN NN,CD JJ NN IN PRP NN,CD JJ NN NN PRP$ NN
1559,accuracy,NN,NN,NN,NN,NN,NN,NN
1560,binary accuracy,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,NN NN,JJ NN
1561,categorical accuracy,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
1562,sparse categorical accuracy,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN
1563,top k categorical accuracy,JJ CD JJ NN,JJ NN JJ NN,JJ CD JJ NN,JJ NN NN NN,NNP NNP JJ NN,JJ NN JJ NN,JJ NN JJ NN
1564,sparse top k categorical accuracy,JJ JJ CD JJ NN,NN JJ NN JJ NN,JJ JJ NN JJ NN,JJ JJ NN NN NN,NNP NNP NNP JJ NN,JJ JJ NN JJ NN,JJ JJ CD JJ NN
1565,root mean squared error,JJ JJ JJ NN,NN NN VBD NN,NN NN VBD NN,NN VBP JJ NN,NNP NNP VBN NN,NN JJ JJ NN,NN VB VBN NN
1566,log cosh error,NN NN NN,NN NNS NN,NN NN NN,VBP NN NN,NNP NNP NN,NN NN NN,VB NN NN
1567,r 2 score,FW CD NN,NN CD NN,NN CD NN,NN CD NN,NN CD NN,NN CD NN,NN CD NN
1568,confusion matrix condition count,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN
1569,false positives,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS
1570,false negatives,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS
1571,true negatives,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS
1572,true positives,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS,JJ NNS
1573,precision,NN,NN,NN,NN,NN,NN,NN
1574,recall,NN,NN,NN,NN,VB,VB,VB
1575,sensitivity specificity base,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
1576,sensitivity at specificity,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN
1577,specificity at sensitivity,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN
1578,precision at recall,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NNP,NN IN NN,NN IN NN
1579,recall at precision,NN IN NN,NN IN NN,NN IN NN,NN IN NN,VBP IN NN,VB IN NN,VB IN NN
1580,auc,NNP,NN,NN,NN,NN,NNP,UH
1581,sum test,NN NN,JJ NN,NN NN,NN NN,NN NN,NN NN,NN NN
1582,mean test,NN NN,JJ NN,JJ NN,JJ NN,VB NN,JJ NN,VB NN
1583,metric wrapper test,NN NN NN,JJ JJR NN,JJ NN NN,JJ NN NN,JJ NN NN,NN NN NN,NN NN NN
1584,callback,NN,NN,NN,NN,NN,NN,NN
1585,callback list,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1586,swap ema weights test,VB NNP NNS NN,NN NN NNS NN,NN NN NNS NN,NN NN NNS NN,VB IN NNS NN,NN NN NNS NN,VB NN NNS NN
1587,prog bar logger,NN NN NN,NN NN NN,NN NN NN,NN NN NN,VB NN NN,NN NN NN,NN NN NN
1588,reduce lr on plateau,VB NNP IN NNP,VB NN IN NN,VB NNP IN NN,VB NN IN NN,VB NNP IN NN,VB UH IN NN,VB NN IN NN
1589,reduce lr on plateau test,VB NNP IN NNP NN,VB NN IN NN NN,VB NNP IN NN NN,VB NN IN NN NN,VB NNP IN NN NN,VB UH IN NN NN,VB NN IN NN NN
1590,learning rate scheduler test,NN NN NN NN,VBG NN NN NN,VBG NN NN NN,VBG NN NN NN,VBG NN NN NN,VBG NN NN NN,NN NN NN NN
1591,learning rate scheduler,NN NN NN,VBG NN NN,VBG NN NN,VBG NN NN,VBG NN NN,VBG NN NN,NN NN NN
1592,summary iterator,NN NN,JJ NN,NN NN,NN NN,NN NN,JJ NN,NN NN
1593,summary file,NN NN,JJ NN,NN NN,NN NN,NN NN,NN NN,NN NN
1594,test tensor board v 2,VB NN NN NN CD,NN NN NN VBZ CD,NN NN NN NN CD,NN NN NN NN CD,NNP NNP NNP NNP CD,NN NN NN NN CD,NN NN NN NN CD
1595,layer with summary,NN IN NN,NN IN JJ,NN IN NN,NN IN NN,NN IN NN,NN IN NN,NN IN NN
1596,terminate on na n test,VB IN NNP NN NN,NN IN JJ JJ NN,VB RP TO NN NN,VBP IN TO RB VB,VB IN IN NN NN,VB IN NN NN NN,VB IN IN CC NN
1597,callback test,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1598,cbk,NNP,NN,NN,NN,RB,NNP,NNP
1599,tensor board,NN NN,NN NN,NNP NN,NN NN,NNP NN,JJ NN,NN NN
1600,swap ema weights,VB NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,VB IN NNS,NN NN NNS,VB NN NNS
1601,csv logger,NNP NN,NN NN,NN NN,NN NN,NNP NNP,NN NN,NN NN
1602,custom dialect,JJ NN,NN NN,NN NN,NN NN,NNP NNP,NN NN,JJ NN
1603,terminate on na n,VB IN NNP NN,NN IN NNS NNS,VB RP TO NN,VBP IN TO NN,VB IN IN CC,VB RP DT NN,VB IN TO CC
1604,csv logger test,NNP NN NN,NN JJR NN,NN NN NN,NN NN NN,NNP NNP NN,NN NN NN,NN NN NN
1605,history,NN,NN,NN,NN,NN,NN,NN
1606,lambda callback,NN NN,NN NN,NN NN,NN NN,NNP NN,NNP NN,NN NN
1607,model checkpoint,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1608,lambda callback test,NN NN NN,JJ NN NN,NN NN NN,NN NN NN,NNP NNP NN,NNP NN NN,NN NN NN
1609,early stopping,JJ NN,RB NN,RB VBG,RB VBG,RB VBG,RB VBG,JJ NN
1610,remote monitor,JJ NN,NN NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
1611,interrupting callback,VBG NN,VBG NN,VBG NN,NN NN,VBG NN,VBG NN,VBG NN
1612,canary layer,NNP NN,JJ NN,JJ NN,NN NN,NN NN,NN NN,NN NN
1613,backup and restore callback test,VB CC VB NN NN,NN CC VB NN NN,NN CC VB NN NN,NN CC VB NN NN,VB CC VB NN NN,NN CC VB NN NN,NN CC VB NN NN
1614,model checkpoint test,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NNP NNP NN,NN NN NN,NN NN NN
1615,early stopping test,JJ NN NN,RB VBG NN,RB VBG NN,RB VBG NN,JJ VBG NN,JJ NN NN,JJ NN NN
1616,dummy model,JJ NN,NN NN,JJ NN,JJ NN,JJ NN,JJ NN,NN NN
1617,backup and restore,VB CC VB,NN CC NN,NN CC VB,NN CC VB,VB CC VB,NN CC VB,NN CC VB
1618,custom scale layer,JJ NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,JJ NN NN
1619,test image net utils,VB NN NN NNS,NN NN NN NNS,NN NN JJ NNS,NN NN NN NNS,NN NN JJ NNS,NN NN NN NNS,NN NN NN NNS
1620,stochastic depth,JJ NN,JJ NN,JJ NN,JJ NN,NNP NN,JJ NN,JJ NN
1621,layer scale,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1622,applications test,NNS NN,NNS NN,NNS NN,NNS NN,NNS VBP,NNS NN,NNS NN
1623,quantizers test,NNS NN,NNS VBP,NNS NN,NNS NN,NNS VBP,NNS VBP,NNS NN
1624,quantizer,NN,NN,NN,NN,NNP,NN,NN
1625,abs max quantizer,JJ NN NNP,NNS VBP NN,IN NN NN,NNS NN NN,NNP NNP NN,XX NN NN,NNS NN NN
1626,layer,NN,NN,NN,NN,NN,NN,NN
1627,call spec,VB NN,NN NN,NN NN,NN NN,VB NN,VB NN,VB NN
1628,call context,NN NN,NN NN,NN NN,NN NN,VB NN,VB NN,VB NN
1629,input spec,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1630,layer test,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1631,test layer,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1632,some layer,DT NN,DT NN,DT NN,DT NN,DT NN,DT NN,DT NN
1633,rng layer,NNP NN,NN NN,NN NN,VBG NN,NNP NN,NN NN,NN NN
1634,rng list layer,NNP NN NN,JJ NN NN,NN NN NN,JJ NN NN,NNP NNP NN,NN NN NN,NN NN NN
1635,layer with metric,NN IN NN,NN IN JJ,NN IN JJ,NN IN JJ,NN IN JJ,NN IN NN,NN IN NN
1636,nested layer with metric,JJ NN IN NN,VBN NN IN JJ,VBN NN IN JJ,VBN NN IN JJ,VBN NN IN JJ,JJ NN IN NN,VBN NN IN NN
1637,layer with unbuilt state,NN IN JJ NN,NN IN JJ NN,NN IN JJ NN,NN IN JJ NN,NN IN JJ NN,NN IN JJ NN,NN IN JJ NN
1638,kwargs layer with unbuilt state,NNP NN IN JJ NN,NNS NN IN JJ NN,NNS NN IN JJ NN,NNS NN IN JJ NN,NN NN IN JJ NN,NNP NN IN JJ NN,NN NN IN JJ NN
1639,activity regularizer,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1640,loss layer,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1641,training layer,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1642,wrapped training layer,JJ NN NN,VBD NN NN,VBN NN NN,VBN NN NN,VBD NN NN,VBN NN NN,VBN NN NN
1643,training layer explicit,NN NN JJ,VBG NN NN,NN NN JJ,VBG NN JJ,NN NN NN,NN NN JJ,NN NN JJ
1644,inner layer one,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN NN,JJ NN CD
1645,inner layer two,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD
1646,inner layer three,JJ NN CD,NN VBD CD,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD,JJ NN CD
1647,mixed precision layer,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,VBN NN NN,JJ NN NN,VBN NN NN
1648,basic masked layer,JJ VBN NN,JJ VBD NN,JJ JJ NN,JJ NN NN,JJ VBN NN,JJ JJ NN,JJ VBN NN
1649,nested input masked layer,JJ NN VBN NN,VBN NN VBD NN,VBN NN VBN NN,VBN NN VBN NN,VBN NN VBD NN,JJ NN VBD NN,VBN NN VBN NN
1650,positional inputs masked layer,JJ NNS VBN NN,JJ NNS VBD NN,JJ NNS VBN NN,JJ NNS VBD NN,JJ NNS VBD NN,JJ NNS VBD NN,JJ NNS VBN NN
1651,positional nested inputs masked layer,JJ JJ NNS VBN NN,JJ VBN NNS VBD NN,JJ VBN NNS VBN NN,JJ VBN NNS VBD NN,JJ VBN NNS VBD NN,JJ JJ NNS VBD NN,JJ VBN NNS VBN NN
1652,non trainable weights layer,RB JJ NNS NN,RB JJ NNS NN,FW JJ NNS NN,JJ JJ NNS NN,AFX JJ NNS NN,AFX JJ NNS NN,RB JJ NNS NN
1653,nested non trainable weights layer,VBN RB JJ NNS NN,VBN JJ JJ NNS NN,VBN AFX JJ NNS NN,VBN JJ JJ NNS NN,VBN AFX JJ NNS NN,VBN JJ JJ NNS NN,VBN AFX JJ NNS NN
1654,no shape suffix,DT NN NN,DT NN NN,DT NN NN,DT NN NN,DT NN NN,DT NN NN,DT NN NN
1655,non matching argument,RB JJ NN,RB VBG NN,FW VBG NN,JJ VBG NN,JJ NN NN,AFX VBG NN,AFX NN NN
1656,matching arguments,JJ NNS,VBG NNS,VBG NNS,VBG NNS,VBG NNS,VBG NNS,VBG NNS
1657,subset arguments,NN NNS,NN NNS,NN NNS,JJ NNS,NN NNS,NN NNS,NN NNS
1658,single argument,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
