,SEQUENCE,POS,NLTK,CORENLP,OPENNLP,SPACY,FLAIR,STANZA
1411,new artifact type registry,JJ NN NN NN,JJ JJ NN NN,JJ NN NN NN,JJ NN NN NN,JJ NN NN NN,JJ NN NN NN,JJ NN NN NN
1412,get workspace,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1413,repositories equals,NNS VBZ,NNS NNS,NNS VBZ,NNS NNS,NNS VBZ,NNS VBZ,NNS VBZ
1414,repositories hash code,NNS NN NN,NNS VBP NN,NNS NN NN,NNS VBP NN,NNS VBP NN,NNS NN NN,NNS NN NN
1415,repository hash code,NN NN NN,NN NN NN,NN NN NN,JJ NN NN,NNP NN NN,JJ NN NN,NN NN NN
1416,policy equals,NN VBZ,NN NNS,NN VBZ,NN NNS,NN VBZ,NN VBZ,NN VBZ
1417,repository equals,NN VBZ,NN NNS,NN VBZ,NN NNS,NN VBZ,NN VBZ,NN VBZ
1418,start event,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1419,end event,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1420,error event,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1421,add event monitor,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1422,dispatch start,VB NN,VB NN,NN NN,NN NN,NN VB,NN VB,NN NN
1423,dispatch end,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
1424,dispatch error,VB NN,NN NN,NN NN,NN NN,VB NN,NN NN,VB NN
1425,get all projects,VB DT NNS,VB DT NNS,VB DT NNS,VB DT NNS,VB DT NNS,VB DT NNS,VB DT NNS
1426,get sorted projects,VB VBN NNS,NN VBN NNS,VB VBN NNS,VB JJ NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS
1427,get downstream projects,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB NN NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS
1428,get upstream projects,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB RB NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS
1429,session dependency graph,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
1430,reactor dependency graph,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
1431,trim projects to request,VB NNS TO NN,JJ NNS TO VB,JJ NNS TO VB,JJ NNS TO VB,VB NNS TO VB,NN NNS TO VB,NN NNS TO VB
1432,trim selected projects,VB JJ NNS,RB VBN NNS,JJ VBN NNS,JJ VBN NNS,VB VBN NNS,NN VBN NNS,NN VBN NNS
1433,get projects by selectors,VB NNS IN NNS,VB NNS IN NNS,VB NNS IN NNS,VB NNS IN NNS,VB NNS IN NNS,VB NNS IN NNS,VB NNS IN NNS
1434,trim resumed projects,VB VBN NNS,NN VBD NNS,NN VBD NNS,NN VBD NNS,VB VBN NNS,NN VBD NNS,NN VBD NNS
1435,trim excluded projects,VB VBN NNS,NN VBD NNS,JJ VBN NNS,JJ VBN NNS,VB VBN NNS,NN VBD NNS,NN VBN NNS
1436,include also make transitively,VB RB VBP RB,NN RB VBP RB,VBP RB VB RB,VBP RB VB NN,VBP RB VB JJ,VB RB VB RB,VB RB VB RB
1437,enrich request from resumption data,VB NN IN NN NNS,JJ NN IN NN NNS,VB NN IN NN NNS,JJ NN IN NN NNS,VB NN IN NN NNS,NN NN IN NN NNS,VB NN IN NN NNS
1438,get projects in request scope,VB NNS IN NN NN,VB NNS IN NN NN,VB NNS IN NN NN,VB NNS IN NN NN,VB NNS IN NN NN,VB NNS IN NN NN,VB NNS IN NN NN
1439,format projects,VB NNS,JJ NNS,NN NNS,JJ NNS,NN NNS,NN NNS,NN NNS
1440,is matching project,VBZ JJ NN,VBZ VBG NN,VBZ VBG NN,VBZ VBG NN,VBZ VBG NN,VBZ NN NN,VBZ VBG NN
1441,get reactor directory,VB NN NN,NN NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1442,get projects for maven reactor,VB NNS IN NN NN,VB NNS IN NN NN,VB NNS IN NN NN,VB NNS IN NN NN,VB NNS IN NNP NN,VB NNS IN JJ NN,VB NNS IN NN NN
1443,validate projects,VB NNS,NN NNS,VB NNS,NN NNS,NN NNS,VB NNS,VB NNS
1444,apply filter,VB NN,RB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1445,set project,VB NN,NN NN,VBN NN,VBN NN,VBN NN,NN NN,VB NN
1446,set topologically sorted projects,VB RB VBN NNS,VBN RB JJ NNS,VBN RB VBN NNS,VBN RB JJ NNS,VBN RB VBN NNS,VBN RB VBN NNS,VB RB VBN NNS
1447,get topologically sorted projects,VB RB VBN NNS,VB RB VBN NNS,VB RB VBN NNS,VB RB VBN NNS,VB RB VBN NNS,VB RB VBN NNS,VB RB VBN NNS
1448,get dependency resolution result,VB NN NN NN,NN NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
1449,set dependency resolution result,VB NN NN NN,NN NN NN NN,VBN NN NN NN,VBN NN NN NN,VBN NN NN NN,VBN NN NN NN,VB NN NN NN
1450,add exception,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1451,get build summary,VB NN NN,VB JJ JJ,VB VB NN,VB VB NN,VB VB NN,VB VB NN,VB NN NN
1452,add build summary,VB NN NN,VB JJ JJ,VB VB NN,VBP VB NN,VB VB NN,VB VB NN,VB NN NN
1453,can resume,MD VBP,MD VB,MD VB,MD VB,MD VB,MD VB,MD VB
1454,set can resume,VB MD VBP,VBN MD VB,NN MD VB,NN MD VB,NN MD VB,NN MD VB,VB MD VB
1455,is interactive mode,VBZ JJ NN,VBZ JJ NN,VBZ JJ NN,VBZ JJ NN,VBZ JJ NN,VBZ JJ NN,VBZ JJ NN
1456,get profiles,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1457,get active profiles,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS
1458,before project execution,IN NN NN,IN NN NN,IN NN NN,IN NN NN,IN NN NN,IN NN NN,IN NN NN
1459,before project lifecycle execution,IN NN NN NN,IN JJ NN NN,IN NN NN NN,IN NN NN NN,IN NN NN NN,IN NN NN NN,IN NN NN NN
1460,after project execution success,IN NN NN NN,IN JJ NN NN,IN NN NN NN,IN NN NN NN,IN NN NN NN,IN NN NN NN,IN NN NN NN
1461,after project execution failure,IN NN NN NN,IN NN NN NN,IN NN NN NN,IN NN NN NN,IN NN NN NN,IN NN NN NN,IN NN NN NN
1462,add project activation,VB NN NN,NN NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1463,get projects,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1464,get project selectors,VB NN NNS,NN NN NNS,VB NN NNS,VB NN NNS,VB NN NNS,VB NN NNS,VB NN NNS
1465,get required active project selectors,VB JJ JJ NN NNS,NN VBN JJ NN NNS,VB VBN JJ NN NNS,VB JJ JJ NN NNS,VB VBN JJ NN NNS,VB VBN JJ NN NNS,VB VBN JJ NN NNS
1466,get optional active project selectors,VB JJ JJ NN NNS,VB JJ JJ NN NNS,VB JJ JJ NN NNS,VB JJ JJ NN NNS,VB JJ JJ NN NNS,VB JJ JJ NN NNS,VB JJ JJ NN NNS
1467,get required inactive project selectors,VB JJ JJ NN NNS,NN VBN JJ NN NNS,VB VBN JJ NN NNS,VB VBN JJ NN NNS,VB VBN JJ NN NNS,VB VBN JJ NN NNS,VB VBN JJ NN NNS
1468,get optional inactive project selectors,VB JJ JJ NN NNS,VB JJ NN NN NNS,VB JJ JJ NN NNS,VB JJ JJ NN NNS,VB JJ JJ NN NNS,VB JJ JJ NN NNS,VB JJ JJ NN NNS
1469,get selected projects,VB JJ NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS
1470,get excluded projects,VB JJ NNS,VB JJ NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS
1471,overwrite active projects,VB JJ NNS,RB JJ NNS,VB JJ NNS,JJ JJ NNS,JJ JJ NNS,VB JJ NNS,VB JJ NNS
1472,overwrite inactive projects,VB JJ NNS,RB JJ NNS,VB JJ NNS,JJ JJ NNS,JJ JJ NNS,VB JJ NNS,VB JJ NNS
1473,activate required project,VB JJ NNS,NN VBN NN,VB VBN NN,JJ JJ NN,VB VBN NN,VB VBN NN,VB VBN NN
1474,activate optional project,VB JJ NNS,JJ JJ NN,VB JJ NN,JJ JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
1475,deactivate required project,VB JJ NNS,NN VBN NN,VB VBN NN,JJ JJ NN,JJ VBN NN,VB VBN NN,VB VBN NN
1476,deactivate optional project,VB JJ NNS,JJ JJ NN,VB JJ NN,JJ JJ NN,JJ JJ NN,VB JJ NN,VB JJ NN
1477,is empty,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ
1478,get execution plan,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1479,get cause,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
1480,get plugin info,VB NN NN,VB NN NN,VB JJ NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
1481,get plugin prefix,VB NN NN,VB JJ NN,VB VBG NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
1482,get plugin name,VB NN NN,VB NN NN,VB JJ NN,VB NN NN,VB JJ NN,VB JJ NN,VB NN NN
1483,search for project,VB IN NN,NN IN NN,NN IN NN,NN IN NN,VB IN NN,VB IN NN,NN IN NN
1484,search for plugin group level repository metadata,VB IN NN NN NN NN NN,NN IN NN NN NN NN NN,NN IN NN NN NN NN NN,NN IN NN NN NN NN NNS,VB IN JJ NN NN NN NNP,NN IN NN NN NN NN NN,NN IN NN NN NN NN NN
1485,project discovery started,NN NN VBN,NN NN VBD,NN NN VBD,NN NN VBN,NN NNP VBD,NN NN VBD,NN NN VBD
1486,session started,NN VBD,NN VBD,NN VBD,NN VBN,NN VBD,NN VBD,NN VBD
1487,session ended,NN VBD,NN VBD,NN VBD,NN VBN,NN VBD,NN VBD,NN VBD
1488,project skipped,NN VBD,NN VBD,NN VBD,NN VBN,NN VBD,NN VBD,NN VBN
1489,project started,NN VBD,NN VBD,NN VBD,NN VBN,NN VBD,NN VBD,NN VBD
1490,project succeeded,NN VBD,NN VBD,NN VBD,NN VBN,NN VBN,NN VBD,NN VBD
1491,project failed,NN VBD,NN VBD,NN VBD,NN VBN,NN VBD,NN VBD,NN VBD
1492,mojo skipped,NNP VBD,NN VBD,NN VBD,NN VBN,NNP VBD,NNP VBD,NN VBD
1493,mojo started,NNP VBD,NN VBD,NN VBD,NN VBN,NNP VBD,NNP VBD,NNP VBD
1494,mojo succeeded,NNP VBD,NN VBD,NNP VBD,NN VBN,NNP VBD,NNP VBD,NN VBD
1495,mojo failed,NNP VBD,NN VBD,NN VBD,NN VBN,NNP VBD,NN VBD,NN VBD
1496,fork started,NN VBD,NN VBD,NN VBD,NN VBD,NNP VBD,NN VBD,NN VBD
1497,fork succeeded,NN VBD,NN VBD,NN VBD,NN VBN,NNP VBD,NN VBD,NN VBD
1498,fork failed,NN VBD,NN VBD,NN VBD,NN VBD,NNP VBD,NN VBD,NN VBD
1499,forked project started,VBN NN VBD,VBN NN VBD,VBN NN VBD,JJ NN VBN,VBN NN VBD,VBN NN VBN,VBN NN VBD
1500,forked project succeeded,VBN NN VBD,VBN NN VBD,VBN NN VBD,JJ NN VBN,VBN NN VBN,VBN NN VBD,VBN NN VBD
1501,forked project failed,VBN NN VBD,VBN NN VBD,VBN NN VBD,JJ NN VBN,VBN NN VBD,VBN NN VBN,VBN NN VBD
1502,copy,VB,NN,NN,NN,NN,NN,NN
1503,get base directory,VB NN NN,VB JJ NN,VB JJ NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1504,get local repository path,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN
1505,get goals,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1506,get system properties,VB NN NNS,NN NN NNS,VB NN NNS,VB NN NNS,VB NN NNS,VB NN NNS,VB NN NNS
1507,get user properties,VB NN NNS,VB JJ NNS,VB NN NNS,VB NN NNS,VB NN NNS,VB NN NNS,VB NN NNS
1508,get reactor failure behavior,VB NN NN NN,NN NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
1509,is resume,VBZ NN,VBZ JJ,VBZ NN,VBZ NN,VBZ VB,VBZ NN,VBZ NN
1510,get resume from,VB NN IN,VB NN IN,VB NN IN,VB VB IN,VB NN IN,VB NN IN,VB NN IN
1511,get make behavior,VB VB NN,VB JJ NN,VB VB NN,VB VB NN,VB VB NN,VB VB NN,VB VB NN
1512,is show errors,VBZ NN NNS,VBZ JJ NNS,VBZ NN NNS,VBZ NN NNS,VBZ VB NNS,VBZ VB NNS,VBZ VB NNS
1513,set active profiles,VB JJ NNS,VBN JJ NNS,VBN JJ NNS,VB JJ NNS,VBD JJ NNS,VB JJ NNS,VB JJ NNS
1514,set inactive profiles,VB JJ NNS,VBN JJ NNS,VBN JJ NNS,VBN JJ NNS,VBD JJ NNS,VB JJ NNS,VB JJ NNS
1515,get project activation,VB NN NN,NN NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1516,get profile activation,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1517,set plugin artifact repositories,VB NN NN NNS,VBN NN NN NNS,VBN NN NN NNS,VBN NN NN NNS,VB JJ NN NNS,VB NN NN NNS,VB NN NN NNS
1518,set project building configuration,VB NN NN NN,NN NN NN NN,VBN NN NN NN,VBN NN NN NN,VBN NN VBG NN,NN NN NN NN,VB NN NN NN
1519,get inactive profiles,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS
1520,get transfer listener,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1521,get logging level,VB VBG NN,VB JJ NN,VB VBG NN,VB NN NN,VB VBG NN,VB NN NN,VB NN NN
1522,is update snapshots,VBZ NN NNS,VBZ JJ NNS,VBZ NN NNS,VBZ NN NNS,VBZ NN NNS,VBZ NN NNS,VBZ NN NNS
1523,is no snapshot updates,VBZ DT NN NNS,VBZ DT JJ NNS,VBZ DT NN NNS,VBZ DT NN NNS,VBZ DT NN NNS,VBZ DT NN NNS,VBZ DT NN NNS
1524,get global checksum policy,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN
1525,is recursive,VBZ JJ,VBZ JJ,VBZ JJ,VBZ VBG,VBZ JJ,VBZ JJ,VBZ JJ
1526,set base directory,VB NN NN,VBN NN NN,JJ NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VB NN NN
1527,set show errors,VB NN NN,VB NN NNS,VBN NN NNS,VBN NN NNS,VBN NN NNS,NN NN NNS,VB NN NNS
1528,set goals,VB NNS,VBN NNS,VBN NNS,VBN NNS,VBN NNS,VB NNS,VB NNS
1529,set local repository path,VB JJ NN NN,VB JJ NN NN,JJ JJ NN NN,VBN JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN
1530,set system properties,VB NN NNS,NN NN NNS,NN NN NNS,VBN NN NNS,VBN NN NNS,NN NN NNS,VB NN NNS
1531,set user properties,VB NN NNS,VBN NN NNS,VBN NN NNS,VBN NN NNS,VBN NN NNS,VB NN NNS,VB NN NNS
1532,set reactor failure behavior,VB NN NN NN,VBN NN NN NN,VBN NN NN NN,VBN NN NN NN,VBN NN NN NN,NN NN NN NN,VB NN NN NN
1533,set selected projects,VB JJ NNS,VBN VBN NNS,VBN VBN NNS,VBN VBN NNS,VBD VBN NNS,VB VBN NNS,VB VBN NNS
1534,set excluded projects,VB JJ NNS,NN VBD NNS,VBN VBN NNS,VBN VBN NNS,VBN VBN NNS,NN VBN NNS,VB VBN NNS
1535,set resume,VB NN,NN NN,VBN NN,VBN NN,VBN NN,VBN NN,VB NN
1536,set resume from,VB NN IN,VBN NN IN,VBN NN IN,VBN NN IN,VBD NN IN,VBN NN IN,VB NN IN
1537,set make behavior,VB VB NN,VBN VBP NN,VBN NN NN,VBN VBP NN,VBD VB NN,NN VB NN,VB VB NN
1538,add active profile,VB JJ NN,RB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
1539,add inactive profile,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
1540,add active profiles,VB JJ NN,RB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS
1541,add inactive profiles,VB JJ NN,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS
1542,set use reactor,VB NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VB NN NN
1543,use reactor,NN NN,NN NN,NN NN,NN NN,VB NN,NN NN,VB NN
1544,set pom file,VB NNP NN,VBN NNS NN,VBN NN NN,VBN NN NN,VBD NNP NN,VBN NN NN,VB NN NN
1545,set interactive mode,VB JJ NN,VBN JJ NN,VBN JJ NN,VBN JJ NN,VBD JJ NN,VB JJ NN,VB JJ NN
1546,set transfer listener,VB NN NN,VBN NN NN,JJ NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VB NN NN
1547,set logging level,VB VBG NN,VBN VBG NN,VBN VBG NN,VBN NN NN,VB VBG NN,VBN NN NN,VB NN NN
1548,set update snapshots,VB NN NNS,VBN JJ NNS,VBN NN NNS,VBN NN NNS,VBN NN NNS,VBN NN NNS,VB NN NNS
1549,set no snapshot updates,VB DT NN NNS,VBN DT NN NNS,VBN DT NN NNS,VBN DT NN NNS,VBD DT NN NNS,VB DT NN NNS,VB DT NN NNS
1550,set global checksum policy,VB JJ NN NN,VBN JJ NN NN,VBN JJ NN NN,VBN JJ NN NN,VBD JJ NN NN,VBN JJ NN NN,VB JJ NN NN
1551,add proxy,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1552,add server,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1553,add mirror,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
1554,set profiles,VB NNS,NN NNS,VBN NNS,VBN NNS,VBN NNS,NN NNS,VB NNS
1555,add plugin group,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
1556,add plugin groups,VB NN NNS,VB NN NNS,VB VBG NNS,VB NN NNS,VB JJ NNS,VB NN NNS,VB NN NNS
1557,set recursive,VB JJ,VBN NN,VBN JJ,VBN VBG,VBD JJ,VBN JJ,VB JJ
1558,is project present,VBZ NN JJ,VBZ JJ JJ,VBZ NN JJ,VBZ NN NN,VBZ NN JJ,VBZ NN JJ,VBZ NN JJ
1559,set project present,VB NN JJ,NN NN JJ,VBN NN JJ,VBN NN NN,VBN NN JJ,NN NN JJ,VB NN JJ
1560,get user settings file,VB NN NNS NN,VB JJ NNS NN,VB NN NNS NN,VB NN NNS VBP,VB NN NNS VB,VB NN NNS NN,VB NN NNS NN
1561,set user settings file,VB NN NNS NN,VBN JJ NNS NN,VBN NN NNS NN,VBN NN NNS VBP,VBN NN NNS VBP,VB NN NNS NN,VB NN NNS NN
1562,get global settings file,VB JJ NNS NN,VB JJ NNS NN,VB JJ NNS NN,VB JJ NNS NN,VB JJ NNS VB,VB JJ NNS NN,VB JJ NNS NN
1563,set global settings file,VB JJ NNS NN,VBN JJ NNS NN,VBN JJ NNS NN,VBN JJ NNS NN,VBD JJ NNS VB,VBN JJ NNS NN,VB JJ NNS NN
1564,get user toolchains file,VB NN NNS NN,VB JJ NNS VBP,VB NN NNS NN,VB NN NNS VBP,VB NN NNS NN,VB NN NNS NN,VB NN NNS NN
1565,set user toolchains file,VB NN NNS NN,VBN JJ NNS VBP,VBN NN NNS NN,VBN NN NNS VBP,VBN NN NNS NN,VBN NN NNS NN,VB NN NNS NN
1566,get global toolchains file,VB JJ NNS NN,VB JJ NNS VBP,VB JJ NNS NN,VB JJ NNS NN,VB JJ NNS NN,VB JJ NNS NN,VB JJ NNS NN
1567,set global toolchains file,VB JJ NNS NN,VBN JJ NNS VBP,VBN JJ NNS NN,VBN JJ NNS NN,VBD JJ NNP NN,VBN JJ NNS NN,VB JJ NNS NN
1568,add remote repository,VB JJ NN,JJ JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
1569,add plugin artifact repository,VB NN NN NN,VB NN JJ NN,VB NN NN NN,VB NN NN NN,VB JJ NN NN,VB NN NN NN,VB NN NN NN
1570,get plugin artifact repositories,VB NN NN NNS,VB JJ NN NNS,VB JJ NN NNS,VB NN NN NNS,VB JJ NN NNS,VB NN NN NNS,VB NN NN NNS
1571,get project building request,VB NN NN NN,NN NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
1572,add profile,VB NN,NNS VBP,VB NN,VB NN,VB NN,VB NN,VB NN
1573,get repository cache,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN
1574,set repository cache,VB NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VB NN NN,VBN NN NN,VB NN NN
1575,get execution listener,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1576,set execution listener,VB NN NN,VBN NN NN,JJ NN NN,VBN NN NN,VBN NN NN,NN NN NN,VB NN NN
1577,set degree of concurrency,VB NN IN NN,VBN NN IN NN,VBN NN IN NN,VBN NN IN NN,VBN NN IN NN,VBN NN IN NN,VB NN IN NN
1578,get degree of concurrency,VB NN IN NN,VB NN IN NN,VB NN IN NN,VB NN IN NN,VB NN IN NN,VB NN IN NN,VB NN IN NN
1579,get workspace reader,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1580,set workspace reader,VB NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VB NN NN
1581,is cache transfer error,VBZ NN NN NN,VBZ NN NN NN,VBZ NN NN NN,VBZ NN NN NN,VBZ NN NN NN,VBZ NN NN NN,VBZ NN NN NN
1582,set cache transfer error,VB NN NN NN,VBN NN NN NN,VBN NN NN NN,VBN NN NN NN,VBD NNP NN NN,VB NN NN NN,VB NN NN NN
1583,is cache not found,VBZ NN RB VBN,VBZ NN RB VBD,VBZ NN RB VBN,VBZ NN RB VBN,VBZ NN RB VBN,VBZ NN RB VBN,VBZ NN RB VBN
1584,set cache not found,VB NN RB VBN,VBN NN RB VBD,VBN NN RB VBN,VBN NN RB VBN,VBN NN RB VBD,VBN NN RB VBN,VB NN RB VBN
1585,is use legacy local repository,VBZ VB JJ JJ NN,VBZ JJ NN JJ NN,VBZ NN NN JJ NN,VBZ NN NN JJ NN,VBZ VB JJ JJ NN,VBZ VB NN JJ NN,VBZ VB NN JJ NN
1586,set use legacy local repository,VB VB JJ JJ NN,VBN NN NN JJ NN,VBN NN NN JJ NN,VBN NN NN JJ NN,VBN NN JJ JJ NN,VBN NN NN JJ NN,VB NN NN JJ NN
1587,set builder id,VB NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN <UNK>,NN NN NN,VB NN NN
1588,get builder id,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN <UNK>,VB NN NN,VB NN NN
1589,get toolchains,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1590,set toolchains,VB NNS,NN NNS,VBN NNS,VBN NNS,VBN NNS,NN NNS,VB NNS
1591,set multi module project directory,VB JJ NN NN NN,VBN NN NN NN NN,VBN JJ NN NN NN,VBN JJ NN NN NN,VBD JJ NN NN NN,VBN NN NN NN NN,VB JJ NN NN NN
1592,get multi module project directory,VB JJ NN NN NN,VB JJ NN NN NN,VB JJ NN NN NN,VB JJ NN NN NN,VB JJ NN NN NN,VB NN NN NN NN,VB JJ NN NN NN
1593,set event spy dispatcher,VB NN NN NN,VBN NN NN NN,VBN NN NN NN,VBN NN NN NN,VBN NN NN NN,VB NN NN NN,VB NN NN NN
1594,get event spy dispatcher,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
1595,get data,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
1596,enter,VB,NN,VB,VB,VB,VB,VB
1597,get scope state,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
1598,exit,VB,NN,NN,NN,NN,NN,NN
1599,seed,NN,NN,NN,NN,NN,NN,NN
1600,scope,NN,NN,NN,NN,NN,NN,NN
1601,seeded key provider,JJ NN NN,VBN JJ NN,JJ JJ NN,VBN NN NN,VBD JJ NN,JJ JJ NN,VBN JJ NN
1602,get provided listeners,VB VBN NNS,NN VBD NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS
