,SEQUENCE,POS,NLTK,CORENLP,OPENNLP,SPACY,FLAIR,STANZA
2674,test d type enforced,VB NN NN VBN,NN NN NN VBD,NN NN NN VBN,NN VBD NN VBN,NN NNP NN VBN,NN NN NN VBN,NN NN NN VBN
2675,test index constructor unwrapping,VB NN NN VBG,NN NN NN VBG,NN NN NN NN,NN NN NN VBG,NN NN NN VBG,NN NN NN VBG,NN NN NN NN
2676,array like,NN IN,NN IN,NN UH,NN IN,VB IN,UH UH,NN UH
2677,test index construction errors,VB NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS
2678,test base,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2679,test numeric base,VB JJ NN,NN JJ NN,NN JJ NN,NN JJ NN,NNP NNP NN,NN JJ NN,NN JJ NN
2680,test index,VB NN,NN NN,NN NN,NN NN,NNP NN,NN NN,NN NN
2681,test mixed int index,VB VBN NN NN,NN VBD NN NN,NN JJ NN NN,NN JJ NN NN,NN VBN NN NN,NN JJ NN NN,NN VBN NN NN
2682,test index utils,VB NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS
2683,test timedelta index,VB NNP NN,NN NN NN,NN NN NN,NN NN NN,NNP NNP NN,NN NN NN,NN NN NN
2684,test timedelta index difference,VB NNP NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NNP NNP NN NN,NN NN NN NN,NN NN NN NN
2685,test get item,VB VB NN,NN NN NN,NN VBP NN,NN VB NN,NN VB NN,NN VB NN,NN VB NN
2686,test where,VB WRB,NN WRB,NN WRB,NN WRB,NN WRB,NN WRB,NN WRB
2687,test maybe cast slice bound,VB RB VB NN NN,NN RB VBD NN NN,NN RB VBN NN VBN,NN RB VBD NN VBN,NN RB VBD NN VBN,NN RB VBN NN VBN,NN RB NN NN VBN
2688,test vectorized timedelta,VB VBN NNP,NN VBD NN,NN VBN NN,NN VBD NN,NN VBN NN,NN VBN NN,NN VBN NN
2689,test freq,VB NN,NN NN,NN NN,NN NN,NNP NNP,NN NNP,NN NN
2690,test timedelta index arithmetic,VB NNP NN JJ,NN NN NN JJ,NN NN NN NN,NN NN NN NN,NNP NNP NNP JJ,NN NN NN NN,NN NN NN NN
2691,test pickle,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2692,test timedelta index ops,VB NNP NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NNP NNP NN NNS,NN NN NN VBZ,NN NN NN NNS
2693,test timedelta index delete,VB NNP NN NN,NN NN NN VB,NN NN NN VB,NN NN NN NN,NNP NNP NNP NNP,NN NN NN NN,NN NN NN NN
2694,test timedeltas,VB NNP,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
2695,test join,VB VB,NN NN,NN VBP,NN VB,NN VBP,NN NN,NN NN
2696,test search sorted,VB NN VBN,NN NN VBD,NN NN VBN,NN NN .,NN NN VBD,NN NN VBD,NN NN VBN
2697,test timedelta index rendering,VB NNP NN VBG,NN NN NN VBG,NN NN NN NN,NN NN NN NN,NNP NNP NN VBG,NN NN NN VBG,NN NN NN NN
2698,test timedelta index factorize,VB NNP NN VBB,NN NN NN VB,NN NN NN NN,NN NN NN NN,NNP NNP NN VBP,NN NN NN NN,NN NN NN NN
2699,test timedelta index shift,VB NNP NN VB,NN NN NN NN,NN NN NN NN,NN NN NN NN,NNP NNP NN NN,NN NN NN NN,NN NN NN NN
2700,test timedelta index insert,VB NNP NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NNP NNP NN NNP,NN NN NN NN,NN NN NN NN
2701,test repeat,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2702,test fill na,VB VB NNP,NN NN TO,NN VB TO,NN VB VBG,NN VB IN,NN VB RP,NN VB TO
2703,test set ops sort,VB VB NNS NN,NN NN NNS NN,NN VBN NNS RB,NN VBN VBZ NN,NN VBN NNS NN,NN NN VBZ NN,NN NN NNS NN
2704,test slice locs,VB NN NNS,NN NN NN,NN NN NNS,NN NN NNS,NN NNP NNS,NN NN NNS,NN NN NNS
2705,test get slice bounds,VB VB NN NNS,NN NN NN NNS,NN VBP NN NNS,NN VB NN NNS,NN VBP NN NNS,NN VB NN NNS,NN VB NN NNS
2706,test astype,VB NNP,NN NN,NN NN,NN NN,NNP NNP,NN NN,NN NN
2707,test float numeric index,VB NN JJ NN,NN NN JJ NN,NN NN JJ NN,NN NN JJ NN,NN NNP JJ NN,NN NN JJ NN,NN NN JJ NN
2708,test numeric int,VB JJ NN,NN JJ NN,NN JJ NN,NN JJ NN,NN NNP NN,NN JJ NN,NN JJ NN
2709,test int numeric index,VB NN JJ NN,NN NN JJ NN,NN NN JJ NN,NN NN JJ NN,NNP NNP JJ NN,NN NN JJ NN,NN IN JJ NN
2710,test float 16 index,VB NN CD NN,NN NN CD NN,NN NN CD NN,NN NN CD NN,NN VB CD NN,NN NN CD NN,NN NN CD NN
2711,test join int64 index,VB VB NNP NN,NN NN NN NN,NN VBP NN NN,NN VB IN NN,NN NNP NNP NN,NN NN CD NN,NN VB NN NN
2712,test join uint64 index,VB VB NNP NNP,NN NN JJ NN,NN VBP NN NN,NN VB CD NN,NN NNP NNP NN,NN NN NN NN,NN VB NN NN
2713,test interval index,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NNP NN,NN JJ NN,NN NN NN
2714,test interval range,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN JJ NN,NN NN NN
2715,constructor tests,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
2716,test from arrays,VB IN NNS,NN IN NNS,NN IN NNS,NN IN NNS,NN IN NNS,NN IN NNS,NN IN NNS
2717,test from breaks,VB IN NNS,NN IN NNS,NN IN NNS,NN IN NNS,NN IN NNS,NN IN NNS,NN IN NNS
2718,test from tuples,VB IN NNS,NN IN NNS,NN IN NNS,NN IN NNS,NN IN NNS,NN IN NNS,NN IN NNS
2719,test class constructors,VB NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS
2720,test equals,VB NNS,NN NNS,NN VBZ,NN NNS,NN VBZ,NN VBZ,NN VBZ
2721,astype tests,NNP NNS,NN NNS,NN NNS,NN NNS,NN NNS,NNP NNS,NN NNS
2722,test int subtype,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NNP NN,NN NN NN,NN IN NN
2723,test float subtype,VB NN NN,NN NN NN,NN NN NN,NN NN NN,VB NNP NN,NN NN NN,NN NN NN
2724,test datetime like subtype,VB NN IN NN,NN NN IN NN,NN NN IN NN,NN NN IN NN,VB RB IN NN,NN NN UH NN,NN NN UH NN
2725,test interval index rendering,VB NN NN NN,NN NN NN VBG,NN NN NN NN,NN NN NN NN,NN NN NN VBG,NN JJ NN NN,NN NN NN NN
2726,test interval tree,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN JJ NN,NN NN NN
2727,test categorical index constructors,VB JJ NN NNS,RB JJ NN NNS,NN JJ NN NNS,NN JJ NN NNS,VB JJ NN NNS,NN JJ NN NNS,NN JJ NN NNS
2728,test categorical index,VB JJ NN,RB JJ NN,NN JJ NN,NN JJ NN,VB JJ NN,NN JJ NN,NN JJ NN
2729,test categorical index 2,VB JJ NN CD,RB JJ NN CD,NN JJ NN CD,NN JJ NN CD,VB JJ NN CD,NN JJ NN CD,NN JJ NN CD
2730,test reindex,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2731,test append,VB VB,NN NN,NN VBP,NN VB,NN NN,NN VB,NN NN
2732,test categorical index repr,VB JJ NN NN,RB JJ NN NN,NN JJ NN NN,NN JJ NN NN,NN JJ NN JJ,NN JJ NN NN,NN JJ NN NN
2733,equals tests,VBZ NNS,NNS NNS,VBZ NNS,NNS NNS,VBZ NNS,VBZ NNS,VBZ NNS
2734,test period index equals,VB NN NN NNS,NN NN NN NNS,NN NN NN VBZ,NN NN NN NNS,NN NNP NN VBZ,NN NN NN VBZ,NN NN NN VBZ
2735,test datetime index equals,VB NN NN NNS,NN NN NN NNS,NN NN NN VBZ,NN NN NN NNS,NN NNP NN VBZ,NN NN NN VBZ,NN NN NN VBZ
2736,test timedelta index equals,VB NNP NN NNS,NN NN NN NNS,NN NN NN VBZ,NN NN NN NNS,NNP NNP NN VBZ,NN NN NN VBZ,NN NN NN VBZ
2737,test sort values,VB NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS
2738,drop duplicates,VB NNS,NN NNS,VB NNS,NN NNS,NN NNS,VB NNS,VB NNS
2739,test drop duplicates period index,VB VB NNS NN NN,NN NN VBZ NN NN,NN NN VBZ NN NN,NN NN NNS NN NN,NN NN VBZ NN NN,NN NN NNS NN NN,NN NN NNS NN NN
2740,test drop duplicates datetime index,VB VB NNS NN NN,NN NN NNS VBP NN,NN NN VBZ NN NN,NN NN NNS NN NN,NN NN VBZ JJ NN,NN NN NNS NN NN,NN NN NNS NN NN
2741,test drop duplicates timedelta index,VB VB NNS NNP NN,NN NN VBZ JJ NN,NN NN VBZ NN NN,NN NN NNS NN NN,NN NN VBZ NNP NN,NN NN NNS NN NN,NN NN NNS NN NN
2742,test get indexer non unique,VB VB NN RB JJ,NN NN JJ NN NN,NN VBP NN FW JJ,NN VB RB RB JJ,NN VBP NN FW JJ,NN VB NN AFX JJ,NN VB NN RB JJ
2743,test period index,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NNP NN,NN NN NN,NN NN NN
2744,test period index disallowed freqs,VB NN NN VBN NNS,NN NN NN VBD NN,NN NN NN VBD NNS,NN NN NN VBD RB,NN NN NN VBN NNS,NN NN NN VBD NNS,NN NN NN VBD NN
2745,test simple new,VB JJ JJ,RB JJ JJ,NN JJ JJ,NN JJ JJ,VB JJ JJ,NN JJ JJ,NN JJ JJ
2746,test shallow copy,VB JJ VB,NN NN NN,NN JJ NN,NN NN NN,NN NNP NN,NN JJ NN,VB JJ NN
2747,test series period,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NNP NNP NN,NN NN NN,NN NN NN
2748,test get value,VB VB NN,NN NN NN,NN VBP NN,NN VB NN,NN VB NN,NN VB NN,NN VB NN
2749,test as of locs,VB IN IN NNS,NN IN IN NN,NN IN IN NNS,NN IN IN NNS,NN IN IN NNS,NN IN IN NNS,NN IN IN NNS
2750,test resolution,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2751,test period representation,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
2752,test period index conversion,VB NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NNP NN NN,NN NN NN NN,NN NN NN NN
2753,test period index ops,VB NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NNP NN NNS,NN NN NN VBZ,NN NN NN NNS
2754,test period range keywords,VB NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS
2755,test period range,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
2756,test period range disallowed freqs,VB NN NN VBN NNS,NN NN NN VBD NNS,NN NN NN VBN NNS,NN NN VBP VBN NNS,NN NN VBP VBN NNS,NN NN NN VBD NNS,NN NN NN VBD NN
2757,test search sorted,VB VB VBN,NN NN VBD,NN NN VBN,NN NN .,NN NN VBD,NN NN VBD,NN NN VBN
2758,test period index rendering,VB NN NN NN,NN NN NN VBG,NN NN NN NN,NN NN NN NN,NN NN NN VBG,NN NN NN VBG,NN NN NN NN
2759,test period index shift,VB NN NN VB,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN
2760,test to timestamp,VB TO NN,NN TO VB,NN IN NN,NN TO VB,NN IN VB,NN IN NN,NN IN NN
2761,test period index as type,VB NN NN IN NN,NN NN NN IN NN,NN NN NN IN NN,NN NN NN IN NN,NN NN NN IN NN,NN NN NN IN NN,NN NN NN IN NN
2762,test insert,VB VB,NN NN,NN NN,NN NN,NN NNP,NN NN,NN NN
2763,test datetime index set ops,VB NN NN VB NNS,NN NN NN VBD NNS,NN NN NN VBD NNS,NN NN NN VBD NNS,NN NNP NN VBD NNS,NN NN NN NN NNS,NN NN NN NN NN
2764,test business datetime index,VB NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NNP NNP NN,NN NN NN NN,NN NN NN NN
2765,test custom datetime index,VB JJ NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NNP NNP NNP NN,NN NN NN NN,NN JJ NN NN
2766,test datetime index,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NNP NNP NN,NN NN NN,NN NN NN
2767,test time series,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NNP NN,NN NN NN,NN NN NN
2768,test indexer between time,VB NN IN NN,NN NN IN NN,NN NN IN NN,NN NN IN NN,NN NN IN NN,NN NN IN NN,NN NN IN NN
2769,test datetime index ops,VB NN NN NN,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NNP NN NNS,NN NN NN NNS,NN NN NN NNS
2770,test datetime index arithmetic,VB NN NN JJ,NN NN NN JJ,NN NN NN NN,NN NN NN NN,NN NNP NNP JJ,NN NN NN NN,NN NN NN NN
2771,test datetime index reindex,VB NN NN VB,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NNP NN NN,NN NN NN NN,NN NN NN NN
2772,fixed offset,JJ NN,VBN NN,VBN VBN,VBN VBN,VBN NN,VBN NN,VBN NN
2773,test datetime index timezones,VB NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NNP NN NNS,NN NN NN NNS,NN NN NN NNS
2774,test datetime index iteration,VB NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NNP NN NN,NN NN NN NN,NN NN NN NN
2775,test timestamp equiv date range,VB NN NN NN NN,NN NN NN NN NN,NN NN NN NN NN,NN NN NN NN NN,NN NNP NNP NN NN,NN NN NN NN NN,NN NN NN NN NN
2776,test date ranges,NN NN NNS,NN NN NNS,NN NN VBZ,NN NN NNS,NN NNP VBZ,NN NN NNS,NN NN NNS
2777,test date range tz,NN NN NN NNP,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NNP VBP IN,NN NN NN XX,NN NN NN NN
2778,test gen range generation,VB VB NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NNP NN NN,NN NN NN NN,NN NN NN NN
2779,test business date range,VB NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NNP NN NN,NN NN NN NN,NN NN NN NN
2780,test custom date range,VB JJ NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NNP NNP NNP NN,NN NN NN NN,NN JJ NN NN
2781,test date range non na no,VB NN NN RB NNP NNP,NN NN NN NN IN DT,NN NN NN AFX TO DT,NN NN VBP NN TO NN,NN NNP VBP AFX IN DT,NN NN NN FW FW UH,NN NN NN FW TO UH
2782,test date range non tick freq,VB NN NN RB NN NN,NN NN NN NN NN NN,NN NN NN AFX VB NN,NN NN NN NN VB .,NN NNP NNP NNP NNP NNP,NN NN NN AFX NN NN,NN NN NN AFX NN NN
2783,test split,VB NN,NN NN,NN NN,NN NN,NN NNP,NN NN,NN NN
2784,test slicing,VB NN,NN NN,NN NN,NN VBG,NN VBG,NN NN,NN NN
2785,test datetime index rendering,VB NN NN NN,NN NN NN VBG,NN NN NN NN,NN NN NN NN,NN NNP NN VBG,NN NN NN NN,NN NN NN NN
2786,test to period,VB TO NN,NN TO NN,NN IN NN,NN TO NN,NN IN NN,NN IN NN,NN IN NN
2787,test datetime index factorize,VB NN NN VB,NN NN NN VB,NN NN NN NN,NN NN NN NN,NN NNP NN VBP,NN NN NN NN,NN NN NN NN
2788,test datetime index shift,VB NN NN VB,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NNP NN NN,NN NN NN NN,NN NN NN NN
2789,test tz localize,VB NNP VB,NN NN NN,NN NN VBP,NN JJ NN,NN IN NN,NN NN VB,VB NN VB
2790,test to series,VB IN NNP,NN TO NN,NN IN NN,NN TO NN,NN IN NN,NN IN NN,NN IN NN
2791,test as of,VB IN IN,NN IN IN,NN IN IN,NN IN IN,NN IN IN,NN IN IN,NN IN IN
2792,test delete,VB VB,NN NN,NN JJ,NN VB,NN NNP,NN NN,NN NN
2793,test date time index to julian date,VB NN NN NN TO NNP NN,NN NN NN NN TO JJ NN,NN NN NN NN IN JJ NN,NN NN NN NN TO VB NN,NN NN NN NN IN NNP NN,NN NN NN NN IN NNP NN,NN NN NN NN IN NN NN
2794,test to py datetime,VB TO NNP NN,NN TO VB NN,NN IN NNP NN,NN TO VB NN,NN IN NNP NNP,NN TO UH NN,NN IN NN NN
2795,test normalize,VB VB,NN NN,NN VBP,NN NN,NN NN,NN VB,NN VB
2796,test datetime index round,VB NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NNP NN RB,NN NN NN NN,NN NN NN RB
2797,test to frame,VB NN NN,NN TO VB,NN IN NN,NN TO NN,NN TO NN,NN TO VB,NN TO VB
2798,test datetime index fill na,VB NN NN VB TO,NN NN NN VB TO,NN NN NN VB TO,NN NN NN VB VBG,NN NNP NN VBP XX,NN NN NN VB NN,NN NN NN VB UH
2799,test tz convert,VB NNP VB,NN NN NN,NN NN NN,NN JJ NN,NN IN NN,NN NN NN,NN NN VB
2800,test map,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2801,test get level values,VB VB NN NNS,NN NN NN NNS,NN VBP NN NNS,NN VB NN NNS,NN VBP NN NNS,NN VB NN NNS,NN VB NN NNS
2802,test is lex sorted,VB VBZ NNP VBN,NN VBZ JJ VBD,NN VBZ NN VBN,NN VBZ JJ .,NN VBZ NNP VBD,NN VBZ NN VBN,NN VBZ RB VBN
2803,test lex sort depth,VB NNP NN NN,NN NN NN NN,NN NN NN NN,NN JJ NN NN,NNP NNP NNP VBP,NN NN NN NN,NN NN NN NN
2804,test repr,VB NN,NN NN,NN NN,NN NN,NN JJ,NN NN,NN NN
2805,test range index set ops,VB NN NN NN NNS,NN NN NN VBD NNS,NN NN NN VBD NNS,NN NN NN VBN NNS,NN NNP NN VBD NNS,NN NN NN NN VBZ,NN NN NN NN NN
2806,test range index constructors,VB NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS
2807,test range index,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NNP NN,NN NN NN,NN NN NN
2808,test index set ops,VB NN VB NNS,NN NN VBD NNS,NN NN VBD NNS,NN NN VBN NNS,NN NN VBD NNS,NN NN NN NNS,NN NN NN NN
2809,test index constructor,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NNP NN,NN NN NN,NN NN NN
2810,test index rendering,VB NN NN,NN NN VBG,NN NN NN,NN NN NN,NN NN VBG,NN NN VBG,NN NN NN
2811,test reshape,VB VB,NN NN,NN VB,NN NN,NN NN,NN VB,NN NN
2812,test comparison,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2813,test timedelta 64 array like comparisons,VB NNP CD NN IN NNS,NN NN CD NN IN NNS,NN NN CD NN IN NNS,NN NN CD NN IN NNS,NN NNP CD NN IN NNS,NN NN CD NN UH NNS,NN NN CD NN IN NNS
2814,test timedelta 64 array comparisons,VB NNP CD NN NNS,NN NN CD NN NNS,NN NN CD NN NNS,NN NN CD NN NNS,NN NNP CD NN NNS,NN NN CD NN NNS,NN NN CD NN NNS
2815,test timedelta 64 arithmetic unsorted,VB NNP CD JJ JJ,NN NN CD JJ VBD,NN NN CD NN JJ,NN NN CD NN JJ,NNP NNP CD JJ JJ,NN NN CD NN JJ,NN NN CD NN JJ
2816,test add sub na t masking,VB VB NN NNP FW NN,NN NN NN TO VB NN,NN VB NN TO NN VBG,NN VB VB TO VB VBG,NN VBP NN IN NN NN,NN VB NN NN NN NN,NN VB NN TO NN NN
2817,test timedelta array like add sub ops,VB NNP NN IN VB VB NNS,NN NN NN IN NN NN NNS,NN NN NN IN VB NN NNS,NN NN NN IN VBP NN NNS,NNP NNP NN UH VB NN NNS,NN NN NN UH VB NN NNS,NN NN NN IN VB NN NNS
2818,test timedelta array like mul div ops,VB NNP NN IN VB VB NNS,NN NN NN IN NN NN NNS,NN NN NN IN NN NN NNS,NN NN NN IN JJ NN NNS,NNP NNP NNP IN JJ NN NNS,NN NN NN IN NN NN NNS,NN NN NN IN NN NN NNS
2819,test timedelta 64 array like arithmetic,VB NNP CD NN IN NN,NN NN CD NN IN JJ,NN NN CD NN IN NN,NN NN CD NN IN NN,NN NNP CD NN IN JJ,NN NN CD NN UH NN,NN NN CD NN IN NN
2820,test datetime 64 array like comparisons,VB NN CD NN IN NNS,NN NN CD NN IN NNS,NN NN CD NN IN NNS,NN NN CD NN IN NNS,NN NNP CD NN IN NNS,NN NN CD NN UH NNS,NN NN CD NN IN NNS
2821,test datetime 64 series comparison,VB NN CD NN NN,NN NN CD NN NN,NN NN CD NN NN,NN NN CD NN NN,NN NNP CD NN NN,NN NN CD NN NN,NN NN CD NN NN
2822,test datetime index comparisons,VB NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NNP NN NNS,NN NN NN NNS,NN NN NN NNS
2823,test datetime 64 arithmetic,VB NN CD NN,NN NN CD JJ,NN NN CD NN,NN NN CD NN,NN NNP CD JJ,NN NN CD NN,NN NN CD NN
2824,test datetime 64 date offset arithmetic,VB NN CD NN NN NN,NN NN CD NN VBN JJ,NN NN CD NN VBN NN,NN NN CD NN VBD NN,NN NNP CD NN VBD JJ,NN NN CD NN NN NN,NN NN CD NN NN NN
2825,test datetime 64 overflow handling,VB NN CD NN NN,NN NN CD IN VBG,NN NN CD NN NN,NN NN CD NN VBG,NN NNP CD NN VBG,NN NN CD NN NN,NN NN CD NN NN
2826,test timestamp series arithmetic,VB NN NN NN,NN NN NN NN,NN NN NN NN,NN VB NN NN,NN NNP NNP NNP,NN NN NN NN,NN NN NN NN
2827,test numeric comparisons,VB JJ NNS,NN JJ NNS,NN JJ NNS,NN JJ NNS,NN JJ NNS,NN JJ NNS,NN JJ NNS
2828,test numeric array like arithmetic with datetime like,VB JJ NN IN NN IN NN IN,NN JJ NN IN JJ IN NN IN,NN JJ NN IN NN IN NN UH,NN JJ NN IN JJ IN NN IN,NN NNP NN IN JJ IN NN IN,NN JJ NN UH NN IN NN UH,VB JJ NN IN NN IN NN JJ
2829,test division by zero,VB NN IN CD,NN NN IN NN,NN NN IN CD,NN NN IN CD,NN NN IN CD,NN NN IN CD,NN NN IN CD
2830,test multiplication division,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
2831,test addition subtraction,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
2832,test u func compat,VB FW NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NNP NNP NNP NN,NN NN NN NN,NN NN NN NN
2833,test object d type equivalence,VB NN FW NN NN,NN NN NN NN NN,NN NN NN NN NN,NN VB JJ NN NN,NN VBP DT NN NN,NN NN NN NN NN,NN NN NN NN NN
2834,test numeric arithmetic unsorted,VB JJ JJ JJ,NN JJ NN VBD,NN JJ NN JJ,NN JJ JJ JJ,NNP NNP JJ JJ,NN JJ NN JJ,NN JJ NN JJ
2835,test period array like comparisons,VB NN NN IN NNS,NN NN NN IN NNS,NN NN NN IN NNS,NN NN NN IN NNS,NN NN NN IN NNS,NN NN NN IN NNS,NN NN NN IN NNS
2836,test period index comparisons,VB NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS
2837,test period series comparisons,VB NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NNP NN NNS,NN NN NN NNS,NN NN NN NNS
2838,test period index series comparison consistency,VB NN NN NN NN NN,NN NN NN NN NN NN,NN NN NN NN NN NN,NN NN NN NN NN NN,NN NNP NNP NN NN NN,NN NN NN NN NN NN,NN NN NN NN NN NN
2839,test period frame arithmetic,VB NN NN NN,NN NN NN JJ,NN NN NN NN,NN NN NN NN,NN NNP NNP JJ,NN NN NN NN,NN NN NN NN
2840,test period index arithmetic,VB NN NN NN,NN NN NN JJ,NN NN NN NN,NN NN NN NN,NN NNP NN JJ,NN NN NN NN,NN NN NN NN
2841,test period series arithmetic,VB NN NNP NNP,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NNP NNP JJ,NN NN NN NN,NN NN NN NN
2842,test period index series methods,VB NN NN NN NNS,NN NN NN NN NNS,NN NN NN NN NNS,NN NN NN NN NNS,NN NNP NN NN NNS,NN NN NN NN NNS,NN NN NN NN NNS
2843,test object comparisons,VB NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS
2844,test arithmetic,VB NN,NN NN,NN NN,NN NN,NN JJ,NN NN,NN NN
2845,my index,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN,PRP$ NN
2846,test categorical comparisons,VB JJ NNS,RB JJ NNS,NN JJ NNS,NN JJ NNS,VB JJ NNS,NN JJ NNS,NN JJ NNS
2847,test time conversion formats,VB NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NNP NN NNS,NN NN NN NNS,NN NN NN NNS
2848,test to datetime,VB TO NN,NN TO VB,NN IN NN,NN TO NN,NN TO VB,NN IN NN,NN IN NN
2849,test to datetime unit,VB TO NN NN,NN TO VB NN,NN IN NN NN,NN TO NN NN,NN IN JJ NN,NN IN NN NN,NN IN NN NN
2850,test to datetime data frame,VB TO NN NN NN,NN TO VB NNS NN,NN IN NN NNS NN,NN TO NN NNS NN,NN IN NN NNS NN,NN IN NN NNS NN,NN IN NN NN NN
2851,test to datetime misc,VB TO NNP NNP,NN TO VB NN,NN IN NN NN,NN TO NN NN,NN IN NNP NN,NN IN NN NN,NN IN NN NN
2852,test guess datetime format,VB NN NN NN,NN NN NN NN,NN VBP NN NN,NN VB NN IN,NN VB NNP NN,NN NN NN NN,NN NN NN NN
2853,test to datetime infer format,VB TO NN NN NN,NN TO VB NN NN,NN IN NN VBP NN,NN TO NN NN IN,NN IN NNP NNP NN,NN IN NN NN NN,NN IN NN NN NN
2854,test days in month,VB NNS IN NN,NN NNS IN NN,NN NNS IN NN,NN NNS IN NN,NN NNS IN NN,NN NNS IN NN,NN NNS IN NN
2855,test datetime parsing wrappers,VB NN NN NNS,NN NN VBG NNS,NN NN VBG NNS,NN NN NN NNS,VB NN VBG NNS,NN NN NN NNS,NN NN NN NNS
2856,test origin,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
2857,test should cache,VB MD VB,NN MD VB,NN MD NN,NN MD VB,NN MD VB,NN MD VB,NN MD VB
2858,test to time,VB TO NN,NN TO NN,NN IN NN,NN TO NN,NN IN NN,NN IN NN,NN IN NN
2859,test index reductions,VB NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS
2860,test series reductions,VB NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NNP NNS,NN NN NNS,NN NN NNS
2861,test datetime 64 series reductions,VB NN CD NN NNS,NN NN CD NN NNS,NN NN CD NN NNS,NN NN CD NN NNS,NN NNP CD NN NNS,NN NN CD NN NNS,NN NN CD NN NNS
